author,updated_at,like_count,text,public
@JoeyMayo,2024-04-02T17:06:45Z,95,When the ref called the fight Cruz roared like a lion.,True
@rexeljohnmontanez8871,2024-04-02T17:02:48Z,0,We from philippines loves isaac cruz..,True
@rexeljohnmontanez8871,2024-04-02T17:01:53Z,1,"Humble pitbull bites a arrogant  bunny whahahha, 1 judge 65-66 same stupidity for rolly",True
@juniorramos7959,2024-04-02T16:57:11Z,1,Rolly is garbage,True
@JCReptilez,2024-04-02T16:55:26Z,0,Cruz vs tank rematch. Let's go. Cruz gave tank a fight.,True
@w3dgeYT,2024-04-02T16:55:24Z,1,loll that's brutal,True
@torressdoubleesearea1366,2024-04-02T16:53:16Z,0,🇲🇽💯💪🫡🔥🤟p HUNTINGTON PARK  TAPPIN IN FOR THE RAZA,True
@DEATH-WISH-666,2024-04-02T16:50:27Z,0,All loudmouths get what they ask for. rolly got his stomach full. rolly is not fit for a boxer.,True
@user-re9jt3lk2v,2024-04-02T16:49:45Z,0,Kahawig ni mr.bean si romero,True
@Jay-pm4er,2024-04-02T16:47:16Z,0,Rollie got a chin,True
@kratoscombat,2024-04-02T16:45:55Z,0,I love when a shit talker gets destroyed,True
@capucha8729,2024-04-02T16:43:30Z,0,Fight of the night… man I saw Rolly hurt and he kept going for 8 rounds but Pitbull was just relentless. Took shots and just kept going. Bulldozer. Wow. Great fight. Amazon prime wins!,True
@matt8670,2024-04-02T16:40:11Z,0,Rolly molly the glass chin and spaghetti legs,True
@steveguerrero,2024-04-02T16:38:02Z,0,Se los comió todos,True
@BOUTIZD25,2024-04-02T16:35:30Z,0,😂😂😂😂,True
@chinocuz7668,2024-04-02T16:21:26Z,0,Agarraron al rolly como piñata 😂,True
@johnluisblanes3041,2024-04-02T16:20:05Z,0,Cruz vs tank 2 please,True
@moneymelo32,2024-04-02T16:18:46Z,0,"Rolly paper champ, glass chin, he is garbage retire",True
@ThatGuyWhoKnowsAGuy,2024-04-02T16:18:37Z,0,Gonna celebrate with some tacos for that Mexican beatdown chicken dance.,True
@FuegoFire-qn2cf,2024-04-02T16:16:42Z,0,That was beautiful,True
@5kmil645,2024-04-02T16:13:55Z,0,no squabble😮😂😂😂,True
@texasrc9130,2024-04-02T16:10:52Z,113,The waving of the 🇲🇽 flag over rolly priceless 👌,True
@misterjibril6528,2024-04-02T16:10:24Z,0,Great Stoppage by the Ref. Often overlooked.,True
@CJJ822,2024-04-02T16:06:07Z,1,Damn big prop credits to cruz. One of my top 3 mexican fighter,True
@user-uv9nx4fy8k,2024-04-02T16:04:51Z,0,"Y la cadena ??? Que le iba a regalar… puro guau guau 
O se la guardo de recuerdo,,, para que se acuerde quien le dio su paliza ,, en el primer rauuuu .. por hablador 😂",True
@ozagaming.,2024-04-02T16:04:39Z,1,Rolly is a clown 😂,True
@rennienuevavilla7103,2024-04-02T16:01:04Z,0,Congrats the new pitbull 👌😎,True
@CBstyel-fighting20,2024-04-02T15:55:08Z,0,Yall light weight area is over now it’s super light weight area those 2  weight classes combined is about to be crazy 🥊,True
@CounselDru,2024-04-02T15:53:28Z,0,Now we need to respect tank,True
@Bert1010,2024-04-02T15:52:48Z,3,This was like Crawford vs Spence,True
@emilegriffith1473,2024-04-02T15:51:10Z,2,"Those leaping hooks just beautiful. 

Cruz has this awkward movement that enables him to just leap into his hooks without worrying too much about getting countered cleanly",True
@emilegriffith1473,2024-04-02T15:49:51Z,0,Literally beat him around the ring from pillar to post,True
@onova0773,2024-04-02T15:48:25Z,0,Que haces Jesús Ortiz tú no eres boxeador 😮,True
@michaelcook3194,2024-04-02T15:47:31Z,0,Ok,True
@reggiewright175,2024-04-02T15:44:07Z,2,Respect to Cruz.  He showed some boxing skills.,True
@The3924,2024-04-02T15:44:07Z,2,Rolly should give ot up 😢😢😢 Roly should stop talking with his mouth and fight with his fist.,True
@andimdp7011,2024-04-02T15:43:50Z,0,this is why Tank said hell no for the rematch....😀,True
@marchinhitman,2024-04-02T15:42:00Z,0,Rollie got steamed=steamrolled,True
@BigMike1904Music,2024-04-02T15:41:12Z,0,WOW 😳😳😳,True
@riszetriple8697,2024-04-02T15:40:19Z,0,"I told y’all
Man  tank gotta give this man a rematch",True
@itsahsah,2024-04-02T15:30:46Z,480,"The current generation is in good hands. Cruz reminds me of my favorite mexican fighters from the past gen like morales, marquez, barrera, etc.",True
@PeterChishala-wj1qo,2024-04-02T15:29:17Z,0,😂,True
@carlosalbertoquezadabaltod4725,2024-04-02T15:27:32Z,2,El pitbull Cruz es un pequeño Tyson.,True
@cashisking4206,2024-04-02T15:26:44Z,0,"I knew Cruz would stomp that boy, he's a beast",True
@rfresh445,2024-04-02T15:18:51Z,1,Romero has retire bro.,True
@murderer74,2024-04-02T15:17:33Z,0,Hay esta denle chance a otros mexicanos que traen las gana d pelear no que hay le andan rogando al cabelo para que pelee váyanse alv,True
@glorytotheLordalmighty777,2024-04-02T15:14:27Z,1,buncha old heads in the comments talking about either one of them dont know boxing lol.. and then one dude said mexicans and Filipinos don't like black fighters🤣 like just watch the fight oldheads,True
@cedrictinsley420,2024-04-02T15:11:40Z,1,i see why they call him pitbull 🤣 he don’t play baby mike tyson,True
@user-uj4cp7py6l,2024-04-02T15:03:32Z,0,"When Romero gets hit, it’s like he’s got a look on his face that says, How Dare You hit me!!!😂😂😂",True
@HighMito317,2024-04-02T15:01:01Z,2,"Naw, that Aztec warrior showed up in Cruz. 🇲🇽",True
@lesliegutierrez5029,2024-04-02T14:59:35Z,0,El que ríe al último ríe mejor este señor se burló del Méxicano y ya vio fue mejor bravo poreso nunca hay que burlarse de las personas,True
@terencedhlamini7682,2024-04-02T14:57:42Z,0,"I didnt know that this fight was scheduled, Brolly is delusional about his ability",True
@Occupavi,2024-04-02T14:56:55Z,1,Respect to Rollie for giving the dog the opportunity.,True
@user-rr7yb1py2e,2024-04-02T14:56:46Z,0,Que paliza😂😂😂,True
@jibrilkateregga5408,2024-04-02T14:52:49Z,1,I knew it,True
@denniscorreia1204,2024-04-02T14:49:47Z,0,Dam from pillar to post,True
@Jeybii4,2024-04-02T14:47:43Z,2,Romeo got the mouth full of nothing 😂😂😏,True
@carltoncrumby1025,2024-04-02T14:42:10Z,1,lol 😂😂😂😂,True
@cheflui6088,2024-04-02T14:40:15Z,0,Go get Tank boy!,True
@greenminded6712,2024-04-02T14:37:18Z,2,Early stoppage but Kudos to romero for blocking all those punches his chin and face 😂,True
@CristianBarbershop,2024-04-02T14:30:36Z,0,Que grandeeee cruz!!!! Todo un ejemplo 🙌🏾,True
@richardclatworthy6381,2024-04-02T14:30:13Z,0,"As Tank once said, “he’s just a dumbass goofy fighter”

Glad to see he got what he deserved, only positive for him was how long he hung in there getting his head smashed in…",True
@antwandavis1776,2024-04-02T14:30:09Z,1,Let's see who jumps in the ring  to get DEM PAWS!!!! Teofimo..NO..Matias? Garcia? Haney? Cissokho? Muratella? Abdullaev?,True
@franzelstrong9929,2024-04-02T14:29:32Z,0,LOL!!!!!!!!!  LOVE IT!!!!!!!!!!!!!!!!!!! MAYBE NOW HE'LL SHUT DA F...K UP!,True
@Slickman2006,2024-04-02T14:26:12Z,0,Early stoppage,True
@shronklescrimblo69,2024-04-02T14:25:11Z,0,Tank vs Pitbull 2,True
@antwandavis1776,2024-04-02T14:24:10Z,1,Rolly came out of nowhere and went back to nowhere!!!,True
@blackstoneax5893,2024-04-02T14:22:37Z,0,Se lo dejan 5 seg7ndos mas y lo mata,True
@robertbateast825,2024-04-02T14:17:54Z,1,"Rolly is all bark and no bight ,sad",True
@alexharris145,2024-04-02T14:14:21Z,1,Rolly shouldnt of had the belt in the first place.. he lost to his grandpa and the ref made the worst call on earth abd should be fired. Time for Rolly to clock in at Mcdonalds.,True
@jamesabendan6522,2024-04-02T14:13:25Z,0,😅,True
@cesarconh895,2024-04-02T14:09:49Z,0,The first shot to the brow,True
@Love4all____,2024-04-02T14:09:35Z,0,Rolly hahahahaha,True
@jesusfrocha2581,2024-04-02T14:08:59Z,0,How’s the chihuahua now Lol 😅😅😂😂😂,True
@JairoSantos-vm6qx,2024-04-02T14:08:21Z,1,HI,True
@malcolmhill7932,2024-04-02T14:04:11Z,0,Rolly's mouth got knocked into the next state. Wow!,True
@ookk9322,2024-04-02T14:03:33Z,0,Still gotta respect Rolly for even fighting him. Pit is a very dangerous fighter and not too many will get in with him. Tank wouldn’t dare to go in again,True
@nyteryder5067,2024-04-02T14:02:57Z,1,A mean look doesn't make you a good boxer,True
@fishing-kj3ee,2024-04-02T14:01:58Z,0,"Did he said ""margarita mix""❓❓🤣🤣🤣",True
@jeromefiguerra1889,2024-04-02T14:01:57Z,0,Saan na yong chuwawa Chain ?🤣Stay humble Isaac . 👏💯 Like sir Manny. Congratulations new champion🎉🎉🎉,True
@sugarray6250,2024-04-02T13:51:56Z,0,Cruz kinda reminds me off Maidana.,True
@user-xd4fc2kv1t,2024-04-02T13:50:34Z,0,Kinain ng buhay c rolly romero 😂 mas maganda di na inawat para lumpo at retiro na agad..😂 mayabang kc umayaw nga c tank rematch ikaw pa kaya si ulo ka rolly romero tingin mo sarili mo kaya mona 😂.,True
@melbapugung3980,2024-04-02T13:43:43Z,0,"This is what i said, Pitbull will kockout Inoue in a catch up weight, b4 declaring inoue as pound 4 pound he should fight all champ in like Davis, old man Pacqiao, navarette, or in short all prime champ to prove that he is pound 4 pound champion of the world not only in japan,",True
@reas0n555,2024-04-02T13:42:06Z,0,Rolly was supposed to have lost that belt 2/3 fights ago when he robbed that fighter .,True
@princeh6774,2024-04-02T13:32:46Z,0,😂😂😂😂,True
@reymarttuague3509,2024-04-02T13:29:08Z,0,Tank vs pit bull make it happen plsss,True
@Kingk0nG420,2024-04-02T13:26:40Z,0,"As a filipino, lo e this guy pitbull.",True
@grestch1000,2024-04-02T13:25:18Z,0,Everyone has a plan till they get punched in the mouth” Mike Tyson,True
@georgecleancut2853,2024-04-02T13:22:01Z,0,Rolly and Mayweather made a beat and Rolly job was to take the fall.,True
@ferminsanchez_elalcaldedea4110,2024-04-02T13:20:03Z,0,Cubano boxeador de Miami ja ja ja la carne de puerco lo tiene loco y las reguetoneras esta inflado siempre dije que era una chata total de quinta categoria el aguador del boxing gim,True
@garlandbridges9504,2024-04-02T13:19:32Z,0,There’s a reason why tank doesn’t want to fight him again.,True
@kpezpeople,2024-04-02T13:18:43Z,0,Jajajaj pinche isleño que madriza se llevó jajajaj,True
@ferminsanchez_elalcaldedea4110,2024-04-02T13:17:09Z,0,Romero inflador,True
@FernandoRodriguez-ds5ri,2024-04-02T13:15:11Z,325,"“I fought with the intention to leave the decision out of the judges’ hands,” said Cruz. “Mission accomplished.”",True
@Yosoyyurii,2024-04-02T13:15:10Z,0,Me imagino que en su mente decía “tómala por burlarte de mi perro “ 👊🏼👊🏼,True
@jorgetovar2281,2024-04-02T13:14:44Z,2,Fue hermoso como el Pitbull puso a bailar a Rolly en el round 1 🔥 💃,True
@KJTEJ,2024-04-02T13:13:23Z,0,"""oh geez, only 6 seconds in? Attaboy Rolly, keep dancing""",True
@JoseFuerte-pg4gv,2024-04-02T13:07:29Z,0,Gervy!! Davis your Next,True
@Kaodusanya,2024-04-02T13:06:44Z,0,Cruz vs Matias?,True
@rudyestrada7903,2024-04-02T13:00:42Z,0,Romero sucks always has !! Just has lips that make noise 😅,True
@el34glo59,2024-04-02T12:54:26Z,0,"Cruz is terrible. For Rolly to get beat that way, I mean Jesus. He's gotta be really really bad. Time to retire",True
@iluvcheese92,2024-04-02T12:53:10Z,0,This one reminded me a little of Maidana vs Broner,True
@salvhy2272,2024-04-02T12:51:58Z,0,Just when the said lucky pendant malfunctioned 😂😂😂,True
@andejohnbagaipo6188,2024-04-02T12:51:36Z,0,Congrats,True
@nehemiahbuctuan4129,2024-04-02T12:51:30Z,0,Bro I hope the ref didn't stop pitbull ahahaha,True
@TonyBongtana,2024-04-02T12:48:37Z,0,Get humbled punk 😂😂😂😂,True
@NelsonOmega-jc9xm,2024-04-02T12:43:50Z,0,Rematch davis vs cruz,True
@tolishaws,2024-04-02T12:40:38Z,0,Satisfied,True
@nikkonshuji,2024-04-02T12:38:02Z,0,He got rolly rolly rolling on his feet 😅,True
@jonathankb1815,2024-04-02T12:33:10Z,1,Que verguiza jsjsjsjsjs,True
@jonathankb1815,2024-04-02T12:32:55Z,1,Que verguiza jsjsjsjsjs,True
@jonathancorpin3980,2024-04-02T12:29:16Z,0,Pitbull has same fight style to Porter. Aggressive style. So entertain to watch this kind of fighters.,True
@ohana8623,2024-04-02T12:27:28Z,0,That was disrespectful 😭,True
@wintworthhenryy,2024-04-02T12:17:38Z,0,Since he got knocked out by Gervontae he been getting knocked out since.,True
@dhylanddj,2024-04-02T12:13:53Z,0,ShotoutstoPitbull🎉,True
@keitharaneta4072,2024-04-02T12:04:50Z,0,Pitbull vs Pacquiao @ 138lbs-140Lbs .. manny will destroy the tactics of cruz..,True
@kabrasotv1017,2024-04-02T12:04:03Z,0,Cocky need retire,True
@tholitsdemesa6435,2024-04-02T11:58:58Z,0,Upricot ang dapat gnawa ni dono kc kung manuntok c pitbull halibas nka tungo,True
@gmoney8127,2024-04-02T11:52:25Z,0,If you were expecting anything else you don't know about boxing.,True
@bigjorge863,2024-04-02T11:49:54Z,0,Rolly looked like a water moccasin on crack,True
@najwah4800,2024-04-02T11:49:47Z,0,He is a monster,True
@casmartin1314,2024-04-02T11:47:06Z,0,"I didn't see or even hear about this fight.
I didn't see the highlights, only the thumbnail.
We know what happened.",True
@richardpederiane9168,2024-04-02T11:46:01Z,1,"Cruz, you are a monster! Good thing you destroyed that trash-talking kid! Love from the Philippines!🎉",True
@aliabdalla7160,2024-04-02T11:45:52Z,0,OMG i miss this match😢,True
@sahabestyle5774,2024-04-02T11:39:34Z,0,gervanto davis rematch?,True
@The3Sp7,2024-04-02T11:35:04Z,0,I know Rolly isn’t super high level… but Isaac Cruz is the BIGGEST dark horse at 135-144,True
@freddiedenler1176,2024-04-02T11:24:59Z,0,ROLLY IS DONE,True
@jackedwhite11,2024-04-02T11:21:12Z,0,Cruz is a beast,True
@zion_lion340,2024-04-02T11:21:10Z,0,"Rollie ""bobble head"" Romero",True
@mikeeferrer,2024-04-02T11:20:12Z,1,This has to be one of the most intense fight scenes I've ever witnessed in my entire life. I have to gouge my eyes out in the process.,True
@gerrypiazza8293,2024-04-02T11:20:06Z,0,Ok so you beat Rolly.........rolly. he had no business with that belt.,True
@skhalojamela9273,2024-04-02T11:13:46Z,0,He got beat up like a pinyata Riley freeman 😂😂😂😂,True
@joserojas1148,2024-04-02T11:12:39Z,0,Felicidades al mexicano humildad ante todo....tremendo boxeador👏👏👏,True
@damionstr1ke,2024-04-02T10:59:25Z,0,Who is actually surprised by this victory? Romero is pure trash who was gifted the belt.,True
@user-px6in8rw2r,2024-04-02T10:50:23Z,0,Cruz vs matias,True
@Mysteryyunginn,2024-04-02T10:48:58Z,1,Real boxing a real slug fest not fixed fairy tale boxing for the money like a Paul or fury fight,True
@KingLarry5,2024-04-02T10:48:37Z,0,Damn Trolly I bet you won’t call him a Chihuahua again 😂😂 hook hook hook overhand hook you call me Pitbull 🐶,True
@Mysteryyunginn,2024-04-02T10:48:24Z,0,This is boxing!,True
@TheBreezy251,2024-04-02T10:44:58Z,0,That was a professional stop by the ref,True
@RealLyfeJay,2024-04-02T10:43:03Z,1,beat da snot out dat boy 😂,True
@gregbrown6468,2024-04-02T10:41:27Z,1,He was spaghetti from round one😮😮😮  mind as well retire nobody going to pay to watch him again.,True
@ChristopherKahandi,2024-04-02T10:39:50Z,99,Isaac Cruz gave Tank Davis his hardest fight ever. 😅😅😅😅😅,True
@kirvypistachio,2024-04-02T10:32:00Z,0,Rolly is going to 😂afraid of chihuahuas now. He gona remember the ass woping every time he sees a chihuahua😅😅😅😅😂😂,True
@oleggalibov5875,2024-04-02T10:29:56Z,0,Rolly so stupid fighter,True
@michaelhawkins9344,2024-04-02T10:28:34Z,0,"I'm  a fan of TANK but ,this guy ASAP This needs a rematch with Tank",True
@mr.d1850,2024-04-02T10:24:16Z,0,got humbled HAHAHA know ur place,True
@tkisejati1072,2024-04-02T10:09:54Z,0,Rolly idiot,True
@user-jm3vw3jl7g,2024-04-02T10:05:39Z,0,when you show up to the ring remember to take off your skates 😂😂,True
@crackbabyjosh,2024-04-02T10:05:01Z,0,Shoulda just fought Ryan Garcia 😂,True
@krisnas397,2024-04-02T10:00:07Z,1,BRO DESTROYED ,True
@jaysalvador3,2024-04-02T09:59:11Z,0,Galing ni rolando bunot congrats,True
@Vvreckle55_Texazz,2024-04-02T09:56:46Z,0,Come on romero didn’t stand a chance that 🥷retarded af 😂 and only getting stupider after every ass whooping,True
@rezaanthonymcgregor,2024-04-02T09:52:36Z,0,Rolly😂,True
@thee_calamity,2024-04-02T09:45:37Z,0,Gadaamn Rolly Romero is gonna be feeling those shots for 20 years 😅,True
@jones1926,2024-04-02T09:23:49Z,0,rolly got steam rolled,True
@MarthaAlexander-ph3vf,2024-04-02T09:23:05Z,0,These highlights must’ve broken a record as highest and quickest culmination of views for official boxing highlights. 1.5M and posted 12 hours ago? That is WILD!!!,True
@user-yy4lu7fi3l,2024-04-02T09:15:32Z,1,Rolly don't look the same at all... I always liked Cruz but I couldn't see him beating rolly.. damn,True
@Bizzare77777,2024-04-02T09:08:18Z,0,Pitbulls gloves are bigger than his whole damn body.,True
@senorwavyy,2024-04-02T09:04:57Z,0,Cruz was tank’s toughest fight in my opinion so I already knew Rolly was gonna lose and def take some shots but he spanked Rolly🤣🤣🤣,True
@r.j.reilly6423,2024-04-02T09:04:53Z,0,Cruz can beat Devon Haney,True
@thewraithize,2024-04-02T09:04:39Z,0,"If tank don’t take this fight now, he’s a sucker",True
@diterflores6201,2024-04-02T09:04:23Z,0,Romero no sentia lo duro si no lo tupido 😂😂😂😂😂,True
@user-uo1rs7ic1j,2024-04-02T09:03:03Z,7,These highlights must’ve broken a record as highest and quickest culmination of views for official boxing highlights. 1.5M and posted 12 hours ago? That is WILD!!!,True
@ichaelpanglao9602,2024-04-02T09:00:33Z,0,"his gonna cum forward,im gonna cum forward,then im going down😂😂😂😂😂",True
@1zumi689,2024-04-02T08:56:36Z,0,Cruz had to fix his gloves in round 8 that gave Romero time to recover.,True
@darwinpadel1053,2024-04-02T08:50:51Z,0,Davis and Cruz REMATCH!!!,True
@ronaldsrestilles5503,2024-04-02T08:48:05Z,0,Congrats Pitbull,True
@D3Grand,2024-04-02T08:47:53Z,0,I honestly think Rolly is little Darryl special,True
@spoke661,2024-04-02T08:45:49Z,0,😮,True
@user-dw8je9rt3c,2024-04-02T08:44:48Z,0,Awkward fighter lol,True
@chrisfrancis9555,2024-04-02T08:43:25Z,0,Total mismatch,True
@peterhaule3396,2024-04-02T08:42:26Z,0,😂😂😂 nashindwa bise nini Romero amekutana nacho,True
@MrTheDeepHell,2024-04-02T08:40:12Z,0,Even tank having hard time fighting cruz.,True
@michaelbmore27410,2024-04-02T08:30:42Z,0,Shouldve let romero get knocked out i know save the fighter but damn ive seen paquio beat margurita senseless no stoppage until basically the end pacman broke his orbital,True
@HughMorris-ds9vg,2024-04-02T08:30:23Z,0,gopdđ,True
@ryanjohnston7844,2024-04-02T08:29:32Z,0,Glad Romero got filled in. Proper gob shite.,True
@jedidiahkalana806,2024-04-02T08:25:59Z,0,Tank va Cruz Rematch,True
@Mr305allday,2024-04-02T08:24:54Z,2,Viva la raza 💪🏻💪🏻💪🏻💪🏻💪🏻💯💯💯💯,True
@nicolaiby1846,2024-04-02T08:20:01Z,0,"That's a bad motherfucker, god damn.",True
@luigioverrated6208,2024-04-02T08:15:37Z,0,Pitiful,True
@avengerkenya2747,2024-04-02T08:14:04Z,0,"I don't get it 😂 you knew you're fighting a hard hitting mexican type fight, like a dog fight , someone with a  Hard chin , that will go blow for blow and know he ain't running it's close contact and you couldn't prepare for it? 😂😂😂😂

Gervonta played a hard way by  choosing his shots but making sure no easy punches were received but that was still a hard fight...this guy this guy thought it would be easier going wild???? 😂😂😂",True
@noelbalag2978,2024-04-02T08:06:21Z,0,Boooom ! Puro yabang kasi,True
@HeyTonyLoquilloTrillo,2024-04-02T08:04:53Z,0,"El representa el box mexicano, no el ridículo del Canelo!.",True
@mildred1217,2024-04-02T08:00:47Z,0,"Matias vs Cruz Lets go.  
Forget about Haney and Teo.",True
@dpl5385,2024-04-02T07:55:01Z,0,"Early stoppage , i want pitbull punish more romero",True
@justcuz75,2024-04-02T07:54:13Z,0,Lowkey i wish when tank KO'd rolly..the ref let it go on a lil longer we never get to see tank realllly finish a mf,True
@chandrasananwetan8047,2024-04-02T07:51:27Z,0,Chihuahua..😅😅😅😅😅,True
@MrsGoldilocks,2024-04-02T07:47:24Z,0,Romero's only good at talking not fighting.,True
@Furry383,2024-04-02T07:45:41Z,2,Since his first fights I knew that he is very good! Good luck Isac and keep smashing em ),True
@prajjwalpokhriyal8114,2024-04-02T07:39:48Z,3,This was chills down my spine . No doubt Cruz is a beast very dangerous,True
@theallamericannightmare4163,2024-04-02T07:35:52Z,0,😂😂😂 rolly always talks and no back up to it.,True
@Sportsboxtv,2024-04-02T07:34:04Z,0,Linapa ni pitbull SI romero,True
@MranMuel,2024-04-02T07:32:03Z,1,0:48 you know,True
@tyshunabraham1142,2024-04-02T07:30:55Z,1,Mexican mike tyson 😂😂😂😂momma miaaa,True
@azothamenti3378,2024-04-02T07:30:28Z,0,"The pit .
👍👍👍👍👍👍👍🇲🇽",True
@pantherbarker5692,2024-04-02T07:29:53Z,1,El Pitbull Si es un verdadero campeón mexicano 💖🇲🇽✌🏼😎✌🏼🇲🇽💖,True
@silvermoneydude2044,2024-04-02T07:29:32Z,1,Pit is my new favorite fighter,True
@chasefitness4kids221,2024-04-02T07:28:09Z,0,Chat shit get banged simple!,True
@user-hf5pz1eq5j,2024-04-02T07:25:35Z,0,"HE DIDNT SAY  ""HONESTLY HAPPY EASTER EVRYONE"" AT THE END..... HE REALLY MEANT ""APRIL FOOLS DAY"" !! ROLLY GETS TO WEAR HIS CHIUGUAGA CHAIN THAT LOOKS LIKE THAT FOO WIT THEM BIGGO SATALITE YEARS ROLLY HAS!!",True
@victoreduardo6353,2024-04-02T07:24:05Z,0,"Rolly is so interesting because he's a world champion in professional boxing which is an accolade that 99 percent of us in the comments here won't ever achieve probably BUT when he's stacked against other championship level fighters in his weight class he really just cannot compete.

Pitbull Cruz on the other hand is absolute monster and has a very prosperous career ahead of him!",True
@nakiyembaflorence7699,2024-04-02T07:09:49Z,0,The Chicken dance was pure entertainment 😂😂😂😂,True
@edgabrillo1909,2024-04-02T07:06:34Z,1,"No wonder Tank Davis doesn't want to rematch this dude, Cruz is one tough mofo.",True
@ridhoilahi6063,2024-04-02T07:04:51Z,125,"Regarding boxing, Mexico's fighters are tough and tough",True
@shittybuttrue2819,2024-04-02T07:02:23Z,1,Pitbull undefeated.,True
@eduardchirila7930,2024-04-02T07:00:11Z,0,Flawless victory...Is it not that small guy anymore??? 😆👊💪,True
@TrippyBoo123,2024-04-02T06:58:00Z,0,CHIHUAHUA 🎉,True
@user-mf3de7vj1z,2024-04-02T06:53:31Z,1,Cruz is a hard puncher,True
@user-mf3de7vj1z,2024-04-02T06:51:54Z,0,Cruz a hard puncher,True
@CAS.MACKAY,2024-04-02T06:42:55Z,2,Dont underestimate cruz congratulations from holland .,True
@sgk2k,2024-04-02T06:38:18Z,1,Davis vs Cruz REMATCH NOW!!!,True
@ericthirteen6211,2024-04-02T06:32:37Z,0,“Romeros on inline skates🛼 get yours now” promo code: Rolly🛼,True
@joshuamckeever1621,2024-04-02T06:31:54Z,0,I’m not trying to hear that give Romero his props for standing in there because he had no business in there.,True
@sirjames2413,2024-04-02T06:26:31Z,0,My boy needs to quit boxing 😂,True
@DirtySoy,2024-04-02T06:24:11Z,0,Rolly Bambi legs,True
@chupibarber1616,2024-04-02T06:22:20Z,0,Pa que siga en la movie 🎥 el pescabicho,True
@clantabz1,2024-04-02T06:18:56Z,0,I said it before the fight and I’ll say it again differently Rolly had no right to be in that ring against Cruz!!! The commission should be sued for allowing this fight to happen!!!!,True
@Rockstarnic88,2024-04-02T06:17:18Z,0,Rolly💩,True
@lmPeely,2024-04-02T06:15:39Z,43,"Now everytime Rolly looks at his chihuahua, he’ll remember pitbull",True
@Rockstarnic88,2024-04-02T06:15:33Z,0,Romero doin the funky chicken 😂,True
@DominicVigil-el7fu,2024-04-02T06:14:08Z,1,Imagine pitbull with lamechenkos accuracy,True
@DominicVigil-el7fu,2024-04-02T06:12:19Z,0,Pitt bull should have Steph back and ko him,True
@gustavoarroyo601,2024-04-02T06:07:17Z,1,Now I wonder if Rolly Romero will keep the little chihuahua chain or he will give it to Cruz.,True
@JediJames21,2024-04-02T06:06:31Z,0,And did Rolly do anything at all in this fight?,True
@JediJames21,2024-04-02T06:05:46Z,0,Why were these two fighting for a title? Cruz is pretty top notch but there’s no way in hell Rolly deserved a title fight,True
@Drek-hm2iv,2024-04-02T06:05:05Z,0,I think rolly needs to be evaluated please asap!!,True
@luiirodd2545,2024-04-02T06:03:11Z,0,I told you so,True
@arismateo3981,2024-04-02T06:01:44Z,0,Clearly romero afraid at the very beggining. 😅,True
@sesehanglimbu9658,2024-04-02T05:59:30Z,0,That left....,True
@boxeo5036,2024-04-02T05:57:01Z,0,Rolly was doing the moonwalk 😂xd 🤣🤭,True
@teresasotosoto2486,2024-04-02T05:52:57Z,0,Ese un campion con todas las palabras.,True
@rabastapadi,2024-04-02T05:52:37Z,0,"if that is tony weeks, the fight ends in round 1 via stoppage hahahaha",True
@rayray5561,2024-04-02T05:50:28Z,0,Devin would destroy Cruz,True
@rabastapadi,2024-04-02T05:50:24Z,0,Chihuahua Romero started to become an spiritual man speaking about the resurrection and easter and yet hate manny pacman hahhaa,True
@felixamador7367,2024-04-02T05:49:20Z,0,What a beating by pitbul 😂 💪👊,True
@user-km8hv4xm8d,2024-04-02T05:44:34Z,0,Great action,True
@JacobDeanHelmke,2024-04-02T05:44:16Z,0,Cruz vs Maidana,True
@user-qw3zp4tw2b,2024-04-02T05:34:11Z,0,Jajajaja 😂😂😂 viva MÉXICO,True
@jiggly_emup1122,2024-04-02T05:32:05Z,0,Rolly looked small an not so strong normally way bigger look how huge cruz looks 😂 😂,True
@trapbeatsceo,2024-04-02T05:28:37Z,0,Este si es cabron  💪,True
@anthonykoffa8824,2024-04-02T05:22:32Z,0,Congratulations to the ref,True
@HarryBellafontae,2024-04-02T05:14:02Z,0,Damn that lil dudes like a pitbull,True
@robbgonzalez9114,2024-04-02T05:12:20Z,0,Damn 😂,True
@MarcosEntertainment.,2024-04-02T05:11:12Z,1,he got beat so bad that he started letting everyone know about our risen savior,True
@F371C1A_R,2024-04-02T05:10:54Z,0,"If Rolly spent all the time training & learning from his mistakes, that he does talking..he might have a chance!!
He should be the cover of :
When Trash Talk Goes Wrong In Boxing! - *INSTANT KARMA!*

I do love it when arrogant disrespectful fighters, are put in their place! But there was absolutely no way Rolly would have won this!! Tank is a BEAST & Cruz gave him a good fight! 
Tank had Rollys legs like jello! In my opinion, he didn’t stand a chance!!",True
@kheaden1,2024-04-02T05:03:57Z,0,Well deserved,True
@josem9373,2024-04-02T04:54:58Z,1,Sabe quien sea Romero 😂😂😂😂,True
@josetrumpas8536,2024-04-02T04:50:52Z,1,"How can a judge had romero ahead on the cards?
WTF was he watching?",True
@PurePain0,2024-04-02T04:50:13Z,0,I find it somewhat disrespectful to call a fighter trash but DAMN. What a disgrace of a champion rolly was,True
@manuelbolis1527,2024-04-02T04:49:43Z,2,Round 1 rollie parecia estar tirandose un pasito de baile estilo cantinflas,True
@LarryAtaP,2024-04-02T04:48:15Z,1,My boy Rollie got humiliated in an incredible fashion. He should retire and become a clown.,True
