author,updated_at,like_count,text,public
@NueraRogelio,2024-03-31T07:00:13Z,0,Big congrats pitbull Cruz and also Romero this is  very good fight that people watching around the world pitbull Cruz style is big different to other boxer  his style for fighting is so much exciting in the ring same as Manny Pacquiao,True
@sikapatidnaedmer,2024-03-31T07:00:09Z,124,I love pitbull congratulations filipino fan here❤️🇵🇭🇲🇽,True
@nutshellggdarken7114,2024-03-31T07:00:02Z,0,Rolly needs to stop throwing that combo. He's gotten dropped so many times,True
@kingsly7147,2024-03-31T06:59:45Z,0,Wow. so embarrassing for Rolly.,True
@23droctopus,2024-03-31T06:59:41Z,0,No one really thought Romero was going to win…..  I mean,True
@HansKar-og4fy,2024-03-31T06:59:39Z,0,"MIL VECES MEJOR PITBULL CRUZ QUE LA KKNELA ALVAREZ, LASTIMA QUE SON DIFERENTE PESO PERO SI LO FUERAN...LA KKNELA NO PELEARIA CON EL PITBULL.
PITBULL NUEVO IDOLO DE MEXICO, FUERA LA KKNELA",True
@Vanvan22m,2024-03-31T06:59:14Z,0,I love brawler not runner,True
@officially.retarded,2024-03-31T06:59:00Z,0,"""He gonna run into something cause he's stupid""- Rolly Romero",True
@user-vu2xd1fi3u,2024-03-31T06:58:53Z,0,This is why tank didn’t want a rematch 😂😂😂😂😂😂😂😂,True
@hmoreno815,2024-03-31T06:58:41Z,0,In the 8th round? 😂😂😂😂,True
@happylarry7533,2024-03-31T06:58:30Z,0,His guy needs to stop boxing full stop he can't take a punch,True
@DeeboComing,2024-03-31T06:58:17Z,180,"That ""MAMA MIA"" is like the Mike Breen ""Bang"" at this point. 😂😂",True
@Kroly1,2024-03-31T06:57:49Z,0,Pitbull destroys chihuahua,True
@user-pv8hs5fg1h,2024-03-31T06:57:44Z,0,JAJAJAJA pobre romero al final termino como payaso 😆,True
@kevincano96,2024-03-31T06:57:27Z,1,I bet 35k for Cruz by ko before 9th round holy sht I’m rich,True
@christopherveraque2881,2024-03-31T06:57:24Z,0,Hahaha karma is real Rolly Romero more trash talk,True
@benmac5253,2024-03-31T06:57:20Z,0,Rolly got those cooked noodle legs a moving,True
@eriknegreteramirez7242,2024-03-31T06:57:12Z,0,La piñata rolly 😂😂😂😂,True
@edurazu,2024-03-31T06:56:49Z,0,Now you know Gervonta Davis is super-elite...he fought Cruz effectively with one arm.,True
@carlossolano5827,2024-03-31T06:56:47Z,0,Méxican 😂 power,True
@wolfwest92,2024-03-31T06:56:39Z,0,Cruz the deebo of boxing hide ya belts,True
@intenttoinjure,2024-03-31T06:56:32Z,0,Get Mauro outta here,True
@smokealwithcel8536,2024-03-31T06:56:29Z,0,Gd stoppage.  Rolly needed a hug,True
@jorgeagomez1612,2024-03-31T06:56:23Z,0,"Ryan garcía, your next ! 😅",True
@666yurell666,2024-03-31T06:55:50Z,0,easy easy easy!,True
@marcoantoniosumanorios9100,2024-03-31T06:55:44Z,0,Felicidades campeón,True
@mariosantos676,2024-03-31T06:55:34Z,0,Ahí esta su chihuahua 😂😂😂,True
@eddyhernandez5869,2024-03-31T06:55:28Z,0,"This man won the championship without all those fancy gyms and equipment, no personal chefs and trainers, humble and hungry, now get your money and take care of yourself and your family.🏆",True
@AirCoryell,2024-03-31T06:55:29Z,0,Cruz vs Davis 2 please,True
@GamingforNostalgiaForFun,2024-03-31T06:55:19Z,0,Already knew Isaac was gonna dominate the whole fight all that trash talk for nothing rolly Polly 😂😂😂😂😂 u got whooped! 😂 Now whos laughing now! 😂 Douchebag 😂 i think Cruz should have another shot at tank he really deserves it,True
@jamescaiquep3794,2024-03-31T06:55:17Z,0,this is the reason you  dont call a pitbull a chuaua.,True
@n5mr5zpride6a6,2024-03-31T06:55:15Z,0,COME ON THE WORLD WANTS PITBULLLLL VS TANK 2 🔥,True
@ids5096,2024-03-31T06:55:13Z,0,Why was Rolly Romero even considered a good fighter? Honestly,True
@tadzsebastian3094,2024-03-31T06:55:13Z,0,We think cruz really deserve a rematch against davis,True
@omarsanchez8401,2024-03-31T06:55:13Z,0,holly rolly. le partieron la cucaracha al rolly,True
@miguelangelfloresmorales374,2024-03-31T06:55:13Z,0,Jaja salio bravo el chihuhua ni a melon le supo ¡¡¡¡,True
@cheethao1121,2024-03-31T06:55:06Z,0,Rolly sucks,True
@slickwilly6868,2024-03-31T06:55:03Z,0,I knew Cruz was gonna beat his ass😂😂,True
@kennethboxing6883,2024-03-31T06:55:03Z,0,Amazing Mexicans!,True
@sabinolibros8052,2024-03-31T06:54:54Z,0,That was just a snack for Pitbull. No wonder why Gervonta doesnt want a second fight. Pitbull is s beast,True
@nmr20067,2024-03-31T06:54:52Z,1,Don’t think Tank will be in a hurry to fight again anytime soon…,True
@prepper101,2024-03-31T06:54:51Z,0,Glasses jaw Romero...pitbull is a problem at 140lbs,True
@joramerandio3125,2024-03-31T06:54:40Z,0,Hahahaha.. now we know why davis doesn't want a rematch..,True
@ManualCanuto,2024-03-31T06:54:36Z,0,Al millón 🎉🎉🇲🇽🇲🇽🇲🇽eso es todo mi querido compa ptibull,True
@eldorestu6437,2024-03-31T06:54:26Z,0,Great referee,True
@biggie2335,2024-03-31T06:54:20Z,1,Lmfaoooo they did rolly dirty asf with this thumbnail,True
@marvinetchiadventure_vlog2409,2024-03-31T06:54:12Z,0,My god ! PITBULL ❤Hands speed. Strong. + POWER god bless Isaac !❤❤❤,True
@vinnyboombache3413,2024-03-31T06:54:10Z,0,I believe Rolly caught the Chihuahua syndrome…lol,True
@juliantrejo9519,2024-03-31T06:54:03Z,0,Rolly just retired bruh you have noooooo business boxing lol,True
@CHANAK_KA,2024-03-31T06:54:01Z,0,so thats the guy who said pacman boxing style is the ugliest 😂😂😂,True
@aldyn4086,2024-03-31T06:53:55Z,0,Pitbull 😮,True
@M0rT4LRa1N,2024-03-31T06:53:53Z,0,La pinata rolly,True
@whatshisface1390,2024-03-31T06:53:47Z,2,BREAKING: Gervonta “Hell Noo” Davis has announced his retirement after realizing his hands are too brittle to rematch Pitbull!,True
@verlinadimaculangan4967,2024-03-31T06:53:42Z,0,Karma😂,True
@user-ln3nt1ih2x,2024-03-31T06:53:28Z,0,I said it earlier that Isaac Cruz will finish him,True
@user-kr2ih3mm3q,2024-03-31T06:53:26Z,0,Yeah nice one Pitbull 🐕 👍💪,True
@commandant6890,2024-03-31T06:53:20Z,12,That’s why when tank was asked for the rematch “ hell no” 😂🥊🇲🇽,True
@stopplayingcrazy1422,2024-03-31T06:53:14Z,0,Cruz might be one of the best now,True
@PlayboyChrisATL60,2024-03-31T06:53:11Z,0,gaaaaah damn,True
@zDraOneMinute,2024-03-31T06:53:10Z,0,that's what happen when you rob the real champ!,True
@nmr20067,2024-03-31T06:53:09Z,0,This fight had a Broner v Maidana feel to it..,True
@bloodcuz6199,2024-03-31T06:53:08Z,0,U guys ever seen that video of the young Hispanic kid hitting the piñata then he just gets frustrated and drops  the stick then starts commencing to throw punches at the piñata? This reminds me of that video… SCARY GOOD how well Rolly imitated the piñata 🪅,True
@frankrodriguez7446,2024-03-31T06:53:06Z,1,That's that mexican Fire and I'm Puerto Rican much respect to my Mexican brothas!!!!! Fire,True
@DarieusFlorence-fv3xc,2024-03-31T06:53:06Z,0,I wanted rolly to win but best man won tonight so congrats pitbull ur not a chiwawa,True
@za-jm8wf,2024-03-31T06:53:05Z,2,Dude does look like a pit bull,True
@Transas28,2024-03-31T06:53:04Z,0,El papá del canelo,True
@omarvazquez3355,2024-03-31T06:53:01Z,0,Rolly = 🦌,True
@thepeopleselbow1159,2024-03-31T06:52:52Z,0,I like the hook,True
@yengyang5160,2024-03-31T06:52:46Z,0,Let's not talk about Tank and Pitbull 2. Tank is scare. There wil never be a 2 between them.,True
@user-dj6hq2yr1w,2024-03-31T06:52:31Z,0,Viva Mexico,True
@Btvoised,2024-03-31T06:52:31Z,0,Perros habladores viva Mexico,True
@juanjose8116,2024-03-31T06:52:23Z,0,Donde quedó el Chihuahua?,True
@ElCalentoPR100x35,2024-03-31T06:52:20Z,0,Por bocon subriel lo mataba😂😂,True
@davidadame9093,2024-03-31T06:52:11Z,0,No inventes lo hizo cajeta !!!,True
@sivuyileveto9461,2024-03-31T06:52:07Z,0,he must retire,True
@BullyTheBully762,2024-03-31T06:51:59Z,0,Anybody with real boxing knowledge knew this is exactly how this fight would go lol. Rolly has zero skills.,True
@barrodarwin,2024-03-31T06:51:44Z,0,"congrats pitbull cruz, greetings from philippines",True
@prettyboymac1883,2024-03-31T06:51:36Z,0,Romero is f clown,True
@HenryPatalau,2024-03-31T06:51:33Z,0,I knew that's gonna happened.  They call him Pitbull for a reason🎉🎉🎉😊Congratulation Pitbull Cruz. Big fan🎉,True
@Fonzi_Valencia,2024-03-31T06:51:26Z,164,"This is why Gervonta said ""HELL NO"" when asked about rematching Cruz..... Can't blame him 🤣💯",True
@joanbrion8198,2024-03-31T06:51:26Z,0,Next rematch with tank davis,True
@roblescurbappealconcrete,2024-03-31T06:51:24Z,0,"My man. 
Rolly didn’t have a prayer.",True
@michaelpinch724,2024-03-31T06:51:20Z,0,Gervonta vs pitbull 2 please.... congrats pitbull Cruz..,True
@JunkYardDawg100,2024-03-31T06:51:13Z,0,Dude forgot all his training 🤷🏾‍♀️,True
@LionAces23,2024-03-31T06:51:12Z,0,Cruz been like that tho 😂,True
@Fonzi_Valencia,2024-03-31T06:50:45Z,0,LFG!!!,True
@rickys120381,2024-03-31T06:50:17Z,0,No maaamesss que señora verguiza con todo y chamacos le metió al pobre romero! Pensó que era el chihuahua de las entrevistas y le mandaron un pitbull! Jaja,True
@ugurburkan5283,2024-03-31T06:50:10Z,0,Pitbull eat Davis.,True
@resonationtv,2024-03-31T06:49:59Z,0,Give me a fight against Roly,True
@OscarTorres-bv1zn,2024-03-31T06:49:58Z,0,lmfao 💀,True
@victoriojrmaneja6529,2024-03-31T06:49:48Z,0,"What's up who's next for Pitbull, let's do the fist do the talking ...😅😂",True
@EJJ-lz2dm,2024-03-31T06:49:42Z,0,Lol when u think u tough 😂,True
@Lyndon-di2je,2024-03-31T06:49:40Z,1,Romero says he can smoke Pacquiao and yet he can't defeat Manny's boy😂,True
@Caracortada36,2024-03-31T06:49:31Z,0,Orgullo mexicano,True
@iieggoii8684,2024-03-31T06:49:27Z,16,"Remember everyone, Happy Easter! 😂",True
@juliocesar1974,2024-03-31T06:49:26Z,0,Que no se le olvide a romero que le dijo que le hiba a regalar la cadena 🤣,True
@joyful_boi,2024-03-31T06:49:24Z,0,Who is the real Chihuahua😂😂,True
@TrellK4tk-jl4uw,2024-03-31T06:49:21Z,0,Isssaaaacccc❤️❤️❤️❤️❤️❤️,True
@georgecamacho9494,2024-03-31T06:49:18Z,0,Viva Mexico cabrones,True
@eddibetty10,2024-03-31T06:49:12Z,0,"Yea, Tank Davis don't want that rematch. Cruz beats Gervonte if they get in the ring again.",True
@mathewfoster2058,2024-03-31T06:49:09Z,0,Pitbull did that!!! Good job bro!!! Glad u Champ!!!,True
@mailonwilliams6864,2024-03-31T06:48:48Z,0,Look at rolly cant even move around the ring cant box looks goofy in there smh sad this clown gets top fights from the talking this bum is not even top 50 in his class period now go fight with the paul brothers 😂,True
@joyful_boi,2024-03-31T06:48:40Z,0,I told y'all pitbull gonna knock him out,True
@yajahiraperez1762,2024-03-31T06:48:37Z,1,Let’s get Tank vs Cruz 2 in the works,True
@jamalmixon9518,2024-03-31T06:48:28Z,0,All that talk,True
@pooh1070,2024-03-31T06:48:21Z,0,Clear ti say that tank team knew cruz didn't have the experience before had i bet they want rematch i got my money in cruz,True
@vontelildude,2024-03-31T06:48:17Z,0,"Rolly’s kryptonite is left hands. Tank, When he sparred Jhon Ingram, the old guy dropped him with it and now Cruz lol the first exchange he caught em clean.",True
@edgaralejandrovielmajuarez1449,2024-03-31T06:48:14Z,0,"Asi se callan a los bokones,arriba el pitbull cruz🙏😁😁",True
@jajaunevans9894,2024-03-31T06:48:08Z,0,🗣️That made my Night.. Pitbull is now A certified Champion..No more ducking him 💯🎯,True
@christophermartinez4427,2024-03-31T06:48:07Z,1,He took that ass whooping like a man 👨,True
@johnnavar1219,2024-03-31T06:47:46Z,0,He going after tank,True
@josemanuelriosacuna5312,2024-03-31T06:47:26Z,0,A huevo,True
@LeeRics1210,2024-03-31T06:47:16Z,0,Tank vs Pitbull 2 please!!!!,True
@pacjakk5636,2024-03-31T06:47:08Z,1,This goes to show you how good tank is,True
@col.hanslanda8548,2024-03-31T06:47:03Z,0,"Wow , congrats Pitbull - from 🇵🇭. Now lets make the rematch happen Tank vs Pitbull",True
@JarelProducer,2024-03-31T06:47:01Z,0,Eso le pasa por bocon..no apoyo boricuas bocones... soy de PR.. pero le y va a Pitbull💪💪💪,True
@pacjakk5636,2024-03-31T06:46:52Z,0,This man got in his shit😭😭wth did I just watch,True
@facemobb4056,2024-03-31T06:46:50Z,0,Damnit mane,True
@mailonwilliams6864,2024-03-31T06:46:50Z,0,Romero is a bum glass chin clown knew this would happen,True
@fabiosavasta7663,2024-03-31T06:46:48Z,0,Cruz is a destroyer,True
@jeromegenoso2220,2024-03-31T06:46:41Z,0,I smell retirement. There's no way rolly has a guts to face the boxing fans again. Embarassment to the fullest.,True
@darkcorner82,2024-03-31T06:46:40Z,0,😂😂😂 that's what u get for talking shit,True
@Ramz_-iu7sd,2024-03-31T06:46:22Z,0,"Canelo ducking Benavides, Tank ducking Cruz lol",True
@aronmartinez8681,2024-03-31T06:46:22Z,0,Pitbull cruz is a true Aztec,True
@JuanDiaz-ep6dr,2024-03-31T06:46:17Z,0,No le sirvió para nada pinché ablador  jaja muy bien pitbul cruz felicidades,True
@dejordo1,2024-03-31T06:46:07Z,0,CRUZ Wins! Flawless Victory. BRUTALITY 💯🔥🏆🥊💪🏽,True
@michaelmoorer1088,2024-03-31T06:46:05Z,0,All that ish rolly was talking...good stoppage,True
@user-mo6cg2zz5d,2024-03-31T06:46:00Z,0,El lo miraba como un chiguagua pero realmente estan agresibo como un pitbull,True
@MatchstickBeast,2024-03-31T06:45:57Z,0,HahahahahahahahahahahahahahahahahahahahahHhH is all I have to say,True
@wilfredomonchez2762,2024-03-31T06:45:55Z,0,Pagas para ir aber una pelea mierda,True
@Theedopestkrook_,2024-03-31T06:45:54Z,0,Cruz humbled Rolly so bad that all he had left to say was Happy Easter everybody! 🤣,True
@babatundeinakoju1118,2024-03-31T06:45:49Z,0,Defence IQ For ROLLY is ZERO!!!,True
@jelo595,2024-03-31T06:45:44Z,0,Tank vs isaac rematch,True
@louiscayanan4290,2024-03-31T06:45:41Z,0,What a highlights pbc🎉,True
@somelezekumase7681,2024-03-31T06:45:39Z,0,So I'll tryna tell me that Tank Davis got LUCKY.,True
@busyinyahawahwayahawashi5369,2024-03-31T06:45:38Z,0,"Dam, he got more fans  than Haney 😂",True
@ricborlasa3138,2024-03-31T06:45:32Z,1,Viva Mexico. Greetings from Philippines,True
@getmoney3806,2024-03-31T06:45:27Z,0,Rolly a tough kid tho...bro refused to fall even though he was getting whooped. Cruz vs Shakur next please.,True
@ZARTURON1,2024-03-31T06:45:23Z,0,"A huérfano... El pitbull si es un real campeón, no como otros que les da miedo la estatura y el peso. El que es perico es verde aquí y en donde sea .. no como la wendy canela que arregla las peleas y se acobarda por unas cuantas libras...",True
@Brodiejessie1470,2024-03-31T06:45:22Z,0,"Romero needs to start another career, because boxing ain't it",True
@fmills1583,2024-03-31T06:45:21Z,0,Time for Cruz verse Ryan Garcia.,True
@Ramz_-iu7sd,2024-03-31T06:45:20Z,1,"Tank, where you at?",True
@yolow689,2024-03-31T06:45:16Z,0,"Romero is done bro, he's done",True
@user-cw3ij8ee3x,2024-03-31T06:45:15Z,1,Ryan vs Cruz next,True
@domaniktoratto,2024-03-31T06:45:13Z,1,Rolly Romero is some sort of a pasta I believe. He’s got spaghetti legs every time he takes a punch into the head.,True
@bbell4262,2024-03-31T06:45:05Z,0,Rolly  is a bum!!!!,True
@user-tn5sk7dv6k,2024-03-31T06:44:58Z,0,Ahora quién es  el perro chihuahuas q pena,True
@diamantefinesse,2024-03-31T06:44:48Z,0,Theres LITERALLY an Ancient Aztec WARRIOR that looks EXACTLY like ISSAC CRUZ 🎯💯‼️,True
@damented7699,2024-03-31T06:44:48Z,0,"Hats off to pitbull.
He had to beat a world class boxer to get that title......well done.***

***sarcasm",True
@cesarrenteria914,2024-03-31T06:44:41Z,0,"Congratulations, Pit-bull!.

Le cerraste la boca tal como lo proyectaba. 
Mis respetos para ti. Eres un gran ejemplo.

Cesar
Pearland, TX - Mty, Mex",True
@LeeRics1210,2024-03-31T06:44:39Z,0,Viva Mexico!!!!,True
@michaeln8951,2024-03-31T06:44:38Z,0,Pitbull beat the pussycat mouth romero.hahahaha,True
@YourMomXD1337,2024-03-31T06:44:35Z,0,HOLY SHIT,True
@infartodrumer,2024-03-31T06:44:35Z,0,God Damm 😅😅😅,True
@aronmartinez8681,2024-03-31T06:44:34Z,0,Viva mejico,True
@Luciano1305_fly,2024-03-31T06:44:33Z,0,Nana fue como una mosca para pitbull cruz mucho comentario poca pelea,True
@ram5.743,2024-03-31T06:44:30Z,5,Felicidades Isaac 🇲🇽 buen trabajo,True
@YourMomXD1337,2024-03-31T06:44:23Z,0,HILY SHIT,True
@CoolnessOver-vf4mm,2024-03-31T06:44:22Z,0,Definitely should have fought garcia,True
@luismarcialvergaradiaz5363,2024-03-31T06:44:22Z,0,"Cruz put on the pressure from.the very beginning, his guard was useful for deflecting or softening up romero's jabs. And mixed it up hitting the body and the head, romero had no answer and was on the backfoot most of the fight",True
@bugattibugatty9204,2024-03-31T06:44:17Z,0,"Out curiosity..those of you who REALLY thought that Rolly was going to win..

...what was going through your heads after round one? 🤭 😄",True
@ClipsOnClips1,2024-03-31T06:44:17Z,0,And thats how a career is ended,True
@10dev785,2024-03-31T06:44:12Z,0,Rolly you big dummy.......take your special education azz up outta here. you had people fulled with all that yappin. I knew you was retarded the whole time.,True
@KTernida,2024-03-31T06:44:10Z,1,"I bet my house on this. I was 1000% sure. I would only be scared if it goes to the scorecards. Its hard to defeat the judges. Congrats Pitbull, respect for Rolly on facing a losing battle. I give Rolly credit for his bravery.",True
@TOWUSO801,2024-03-31T06:44:06Z,0,😂😂😂 this what happen when a joker think he a real fighter ur just clout chaser u get ur ass whoop😂😂,True
@RicoFalculan-cl3uj,2024-03-31T06:44:03Z,0,Chicken 🐓 dance Romero 😂,True
@user-uf3pz5zi7t,2024-03-31T06:44:03Z,0,Que pelea más decepcionante. Parece que se enfrentaba a un contrincante callejero 😊,True
@ClipsOnClips1,2024-03-31T06:43:18Z,0,Too easy for cruz,True
@TekrajGautam,2024-03-31T06:43:14Z,0,Mama miyaan 😮😮😮,True
@Youngking22222,2024-03-31T06:43:12Z,0,Viva México cabrones🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽,True
@Sweetersweet2006,2024-03-31T06:43:05Z,0,Yo it’s PIT BULL u Chihuahua,True
@JDHerdz,2024-03-31T06:42:55Z,0,Cubans will always be clowns.,True
@whatshisface1390,2024-03-31T06:42:50Z,467,Man shout out to the Philippines! Y’all always showing love to Mexicans! I love yall! Y’all some incredible fighters too! 🇲🇽🇵🇭,True
@michaelcastro9715,2024-03-31T06:42:37Z,0,Pitbull is warrior,True
@djpachucomix9945,2024-03-31T06:42:37Z,0,Aguevooo vivaaa mexicooo cabronessssa!!!!!?,True
@roendyleyva4537,2024-03-31T06:42:37Z,0,🇲🇽🔥🔥🔥🔥,True
@user-hn9bh1ig4k,2024-03-31T06:42:28Z,0,naoya inoe turtle up to this,True
@renevazquezleonardo437,2024-03-31T06:42:17Z,0,"No solo Pitbull representa a México, si no también a los latinos que de igual manera entrenan y sacan la casta día a día callando bocas a quienes hacen burla por su aspecto o tamaño, un Grande Pitbull tanto para México como para Latinoamérica, ojalá y Davis no le huya para la revancha 🥊",True
@JerichoNases,2024-03-31T06:42:16Z,0,My idol pitbull from phillipines🇵🇭🇵🇭🇵🇭🇵🇭,True
@tishgatimu472,2024-03-31T06:41:49Z,0,I respect tank 🙌🙌,True
@scratcherbrespeakman7516,2024-03-31T06:41:47Z,0,Rolly talks too much to get in there an look like a bum😂 🤡,True
@romeoyoungjr6889,2024-03-31T06:41:46Z,0,Now it your words,True
@mnekbeen,2024-03-31T06:41:45Z,0,"Tank needs to
Run it back",True
@Mj-xn4uh,2024-03-31T06:41:44Z,0,"Romero and shakur disrespect the Pacman,.while Pitbull admire him,.that's what you get when yall talk than box😂😂😂",True
@edgarez6057,2024-03-31T06:41:44Z,0,"Anybody that thinks Rolly is anything more than a bum, doesn't know shit about boxing.",True
@ericflores1828,2024-03-31T06:41:44Z,0,Well Done Champ Viva México Cabrones Viva,True
@user-hn9bh1ig4k,2024-03-31T06:41:41Z,0,paangatin mo jn si pagong,True
@edgararamisdominguezortiz6734,2024-03-31T06:41:27Z,0,"Eso es todo mi pitbull, arriba México cabrones.",True
@deniscastilloesparza6741,2024-03-31T06:41:26Z,0,Bien Pitbull,True
@mrticostar,2024-03-31T06:41:26Z,0,This is the reason Gervonta was running and making excuses he hurt his hand.,True
@gregoriocortina1161,2024-03-31T06:41:19Z,0,El pitbull se dio un festín?,True
@kaynaogtamztv.,2024-03-31T06:41:19Z,0,Grabi lakas.,True
@thenyxlevelplay5273,2024-03-31T06:41:19Z,0,Rolly will only be a real champ if he win against Baroso the beast😂,True
@ElTrenThomas92,2024-03-31T06:41:17Z,0,"Hah, cant wait for his rematch",True
@juanrutiaga2265,2024-03-31T06:41:11Z,0,Rollie a clown,True
@tubbyt6318,2024-03-31T06:41:04Z,0,Cruz is a monster. Did Rolly even train for this fight?,True
@gabo2241,2024-03-31T06:40:58Z,0,Eso les pasa a los ocicones,True
@PedroRodriguezlopez-uy3bq,2024-03-31T06:40:58Z,0,Por q putas no dejaste q se cayera al piso sabes quien es su padre pinché e refire,True
@michaelhernandez7700,2024-03-31T06:40:54Z,1,🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🤣🤣🏆🏆🏆👑👑👑👑🐂 Cruz,True
@luca99191,2024-03-31T06:40:53Z,0,Dk why Garcia didn’t pick rolly,True
@gentleninja4912,2024-03-31T06:40:50Z,0,I want Cruz vs Tank again.,True
@Newkidondabeat,2024-03-31T06:40:33Z,0,I seen this coming rolly should not be boxing mma is where he should be,True
@SuperESPECTRO77,2024-03-31T06:40:27Z,0,"Desde la magdalena contreras primero de mayo,felicitaciones pit bull cruz!",True
@EricDelcid-oz7jm,2024-03-31T06:40:27Z,0,Romero need to retire!,True
@user-sh7xe6wj8r,2024-03-31T06:39:57Z,0,He's a beast but that right upercut if you throw it lands every day of the week 😤,True
@f5d4g6zxc,2024-03-31T06:39:56Z,0,The young man was on in his ass like the old g 😅,True
@Stepside02,2024-03-31T06:39:41Z,0,Team “PITBULL” Cruz 🇲🇽🔥,True
@posadacarrile4283,2024-03-31T06:39:35Z,0,Eso está mal porque paran la pelea porque no pararon la pelea de robeisy el cubano con el indio del divino que no faltó nana para que lo matara con ese derechazo estos alboreos están comprados 🤮🤮🤮🤮🤮🤮,True
@oboogie902,2024-03-31T06:39:33Z,0,Wepa !!! Que pela!! 😳🤭🤭🤣🤣😂🤣😂👌🏽👏👏,True
@pinkmorning8056,2024-03-31T06:39:32Z,0,This is the real tank not davis  he was tanking rolly the whole fight unlike davis he was tanking by rolly with powershots and having a lucky punch to knock out rolly. 😂 this was brutally ended by pitbull.rolly was running for his dear life  he did not do that in tank match up.,True
@LEGENDz20,2024-03-31T06:39:29Z,0,This is the beginning of the end for Rolly. The one person holding a belt but was never a champion.,True
@eiouldelarosa8368,2024-03-31T06:39:15Z,0,ryan gay-cia where are u bruhh you are the next victim😂😂,True
@ChaddyRodriguez-hg2if,2024-03-31T06:39:13Z,0,expected to happen🥳🥳🥳,True
@norismith9651,2024-03-31T06:39:12Z,0,Rolly is not a boxer thr sport isn't for him,True
@GoldenSte,2024-03-31T06:39:11Z,0,🔥🔥🔥🔥issac pitbull . Mexico City king.,True
@jordansalgado7132,2024-03-31T06:39:03Z,0,Pitbull reminds me of Tyson! They both aggressive,True
@ReyesClemente-lp1hj,2024-03-31T06:38:58Z,0,🎉🎉🎉🎉 puro México alv,True
@CarlosGomez_007,2024-03-31T06:38:38Z,0,"Agüevo alv, chingo a su madre el pinché Rolly, por hocicon. Ya no encontraba donde esconderse, viva México hijos de sptm 💪🏽",True
@theguvnor3880,2024-03-31T06:38:35Z,0,"This is what happens when you gift fighters world titles. 

Rolly lost to Barraso and once again got exposed tonight.",True
@pedrotirado9860,2024-03-31T06:38:33Z,0,Di k no lo mato,True
@fabianpena8032,2024-03-31T06:38:13Z,0,Ya sabíamos quién iba a ganar 💪,True
@GTDKING,2024-03-31T06:38:09Z,0,"MEN...THIS IS THE ""PITBULL""❤",True
@PERKIODURKIO,2024-03-31T06:37:54Z,0,I’ll forever tune in to watch rolly get beat up,True
@whatshisface1390,2024-03-31T06:37:53Z,6,So much for that fucking chihuahua necklace 😂,True
@maxjimenez1360,2024-03-31T06:37:53Z,0,Robbed Mariñez .,True
@roulettemafia9696,2024-03-31T06:37:52Z,0,Pitbull Stock just went way up,True
@perrajedionda,2024-03-31T06:37:50Z,2,Tank don't want to see Cruz again 😂,True
@juancastellon9861,2024-03-31T06:37:35Z,0,Hahahahahaha,True
@chookchack,2024-03-31T06:37:30Z,0,"He has great balance, I’ll give him that. Anyhow, this is not a full highlight but a TKO replay.",True
@juliusbantugan9441,2024-03-31T06:37:27Z,0,Panalo c pit bull  CRUZ,True
@halfmoonhill2585,2024-03-31T06:37:21Z,0,Early stoppage,True
@ORANGEMOUND-rf3hk,2024-03-31T06:37:05Z,0,Romero was Cruz'n for that brusin'.,True
@izz..,2024-03-31T06:36:59Z,0,Wtf did I just watch Cruz whoop rollies ass the whole time? 🤣🤣 these are the only highlights lmfao 🤣,True
@bethomendez6344,2024-03-31T06:36:50Z,0,Pero que vrguiza 😂😂😂 desde el 1er round lo fuera KO si no le fuera agarrado el brazo la nena!!! Puro TEAM PITBULL 🇲🇽,True
@CharlesLee.,2024-03-31T06:36:49Z,0,PBC did rolly bad with that thumbnail 😂,True
@Kingakbar69,2024-03-31T06:36:43Z,0,He sucks no more big fights go kickbox,True
@Luxsurios,2024-03-31T06:36:37Z,0,Vivo Mexico,True
@user-qj6zi1pq4q,2024-03-31T06:36:35Z,0,😂,True
@marqueeent.1814,2024-03-31T06:36:28Z,4,Ramero is the new Adrian Broner!!😂,True
@gerardoramirez1046,2024-03-31T06:36:27Z,0,Pitbull cruz el más chingon arriba mexico,True
@j.ogalesco,2024-03-31T06:36:26Z,217,Viva Mexico! From 🇵🇭🇦🇺,True
@marlexization,2024-03-31T06:36:26Z,0,Satisfying beat down. Rolly talks too much,True
@nonstopmemes,2024-03-31T06:36:02Z,0,😂😂😂 who’s the pug now you stupid terrible fighter retire already,True
@boruto1974,2024-03-31T06:35:53Z,0,Pitbull vs Tank,True
@SS-wo6de,2024-03-31T06:35:46Z,0,"This fight just showed that Rolly is just empty vessel, lots of noise but no substance.",True
@deserttrip1811,2024-03-31T06:35:46Z,0,No mames que verguisa jajajaja,True
@nazariogarduno9255,2024-03-31T06:35:41Z,0,"No que después de la pelea le regaliaria la cadena  Rolli a Pitbull  jajaajaja no tiene palabra Rolli, los Mexicanos si tenemos palabra Pitbull dijo que asta x el Culo l iva a dar y ledio asta para llevar el si cumplio su palabra  jajaajaja viva Mexco,.",True
@LuCkyy60,2024-03-31T06:35:40Z,0,Quien fue el mamabicho 😂😂 ahv pitbull Cruz 🍀🤙🏽❤🇲🇽,True
@hugogaleana6079,2024-03-31T06:35:39Z,0,No solo le gano lo llevo al kinder garden con una manzana Para su maestra!,True
