author,updated_at,like_count,text,video_id,public
@score89393,2024-04-01T15:05:14Z,0,I need that tank rematch pitbull is a problem,cQOq2Ih36EU,True
@deejayjacobs2018,2024-04-01T15:01:40Z,0,Always liked pitbull cruz he got power he did well against tank too I thought he deserved a rematch,cQOq2Ih36EU,True
@gilbertosalazar7363,2024-04-01T15:01:20Z,0,Q lo mate q lo mate,cQOq2Ih36EU,True
@marquesbrown4326,2024-04-01T15:01:16Z,0,Solid. Solid. Solid,cQOq2Ih36EU,True
@QuaadyfromPhilly,2024-04-01T15:00:49Z,0,Damn what Rollie didn’t train for the fight 😮,cQOq2Ih36EU,True
@ImChiefinDis1,2024-04-01T14:58:59Z,0,Rolly looked like an amateur out there sheesh,cQOq2Ih36EU,True
@cristianc6005,2024-04-01T14:56:56Z,0,"Si Rolly llegó al 8, Ryan cae en el 1 o 2. No tiene nada que hacer García. Le falta muchísimo para poder medirse con el Pitbull",cQOq2Ih36EU,True
@Like_An_Eagle,2024-04-01T14:53:53Z,0,"That pop-off, tho! (2:30)",cQOq2Ih36EU,True
@k3nonmars,2024-04-01T14:53:53Z,0,well deserved 🔥,cQOq2Ih36EU,True
@UhnipeCatchan-qy3pu,2024-04-01T14:53:05Z,0,"All lives are precious so in any situation the gospel is needed: ""For God so loved the world that He gave his only Son that whosoever believes in Him will not perish but have eternal life."" (John 3:16) God is just so because we broke his moral law by doing wrong against Him, ourselves and others, His punishment for sin is the death penalty. However He is also merciful which is why He gave Himself in human form (Jesus) to die for us, and take away our sins if we repent and believe in Him. If we do, our debt or bail is paid and we can go free. God is also merciful for those who have never heard the gospel and will judge them by their conscience, actions and belief in Him from evidence of creation.",cQOq2Ih36EU,True
@sf3567,2024-04-01T14:52:28Z,0,Rolly is a thrash talkin' bum..,cQOq2Ih36EU,True
@user-db7je1lh6o,2024-04-01T14:50:09Z,0,Cruz couldn't knock him out though. Cruz trash,cQOq2Ih36EU,True
@LH-dt1ob,2024-04-01T14:50:04Z,0,Rolly is the New “Glass Chin” Amir Khan 💯,cQOq2Ih36EU,True
@joshuajones4471,2024-04-01T14:49:52Z,0,Rolly sucks he should consider retiring expeditiously,cQOq2Ih36EU,True
@vitorchou1973,2024-04-01T14:47:48Z,0,Mike Tyson Jr !,cQOq2Ih36EU,True
@duanebailey6253,2024-04-01T14:46:03Z,0,What an aweful ref.  Dude was out wobbling all over the ring and the ref did nothing.,cQOq2Ih36EU,True
@user-zd1hg7cf1k,2024-04-01T14:46:01Z,0,Qué vergüenza,cQOq2Ih36EU,True
@user-zd1hg7cf1k,2024-04-01T14:45:49Z,0,Este pitbull da durísimo,cQOq2Ih36EU,True
@jauntaesmith873,2024-04-01T14:45:12Z,0,Unpopular opinion but Pitbull really beat Tank,cQOq2Ih36EU,True
@ronellbelarmino5977,2024-04-01T14:44:54Z,0,Lets go.. pitbull vs tank 2....,cQOq2Ih36EU,True
@mojo_phee,2024-04-01T14:44:14Z,0,Rolly need to retire lol,cQOq2Ih36EU,True
@AlbertoGarcia-hk6jd,2024-04-01T14:43:51Z,0,BAD STOPPED,cQOq2Ih36EU,True
@user-xc1mm5uj8v,2024-04-01T14:43:50Z,1,Pitbull💪👍,cQOq2Ih36EU,True
@lslithas24,2024-04-01T14:42:55Z,1,Rolly is one tough son of a bitch - I’ll give him that,cQOq2Ih36EU,True
@Iamsocharleston,2024-04-01T14:42:48Z,0,Cruz almost took dat boi head off,cQOq2Ih36EU,True
@tonygomez520,2024-04-01T14:42:22Z,0,🤣🤣🤣 soo satisfying,cQOq2Ih36EU,True
@isismagallon1786,2024-04-01T14:42:16Z,0,Vamos por canelo ☺️☺️☺️☺️,cQOq2Ih36EU,True
@Scrotumlips,2024-04-01T14:36:04Z,3,Rolly looking like tf u keep hitting me for?,cQOq2Ih36EU,True
@mrdfk9410,2024-04-01T14:35:43Z,0,"Lol, as expected. Rollys mouth is his best attribute.",cQOq2Ih36EU,True
@kierwintomarong9804,2024-04-01T14:34:55Z,0,Thats why tank davis fear to rematch of pitbull,cQOq2Ih36EU,True
@Kingohioboxing,2024-04-01T14:34:04Z,3,Still love Rolly,cQOq2Ih36EU,True
@erosjamesgarcia,2024-04-01T14:32:53Z,0,"No que iba a parecer un chihuahua ? 
Creo que pitbull le calló la boca bien bonito ♥️",cQOq2Ih36EU,True
@ClassifiedDocz,2024-04-01T14:32:50Z,0,"“Every story needs an antagonist “ Rolly gets hate but guys like him are needed in all combat sports especially sports entertainment. Rolly real life takes heat from people every day and still shows up for the big fights. I’m not a fan of Rolly , but I respect him and realize his purpose after this fight",cQOq2Ih36EU,True
@eatmyledify,2024-04-01T14:32:50Z,0,"Rolly, I know boxers are told to trash talk and all. But I think getting bashed like that is why you should ask your opponent for forgiveness b4 the fight. Seriously",cQOq2Ih36EU,True
@dommybigshot7450,2024-04-01T14:30:04Z,0,Rolly went into that fight knowing he wasn’t gonna win tho,cQOq2Ih36EU,True
@deanzapien9260,2024-04-01T14:28:05Z,1,Cruz absolutely wore Rolly out.,cQOq2Ih36EU,True
@AK-47.762,2024-04-01T14:27:51Z,0,Rolly all talk no action. Pitbull beat that as* omg. Ryan will get destroyed if he fights Cruz,cQOq2Ih36EU,True
@carlomiguelhilasque4284,2024-04-01T14:27:25Z,0,I thought romero’s head gonna snap…😅,cQOq2Ih36EU,True
@dantesalamante9987,2024-04-01T14:25:39Z,9,Congrats Pitbull luv from Filipnas,cQOq2Ih36EU,True
@Reconing61,2024-04-01T14:24:48Z,1,I believe Cruz can beat Tank now he learned a lot from the Tank fight you saw that the way he blasted past Rollie. It would be interesting if Tank gave him the rematch. I think he would catch Tank sleeping like Rollie.,cQOq2Ih36EU,True
@Thekidsinafrica14,2024-04-01T14:24:43Z,1,Rolly should’ve known better fr💀,cQOq2Ih36EU,True
@KasimS-er8rh,2024-04-01T14:24:40Z,0,Sheesh,cQOq2Ih36EU,True
@agent_orange925,2024-04-01T14:21:29Z,0,Tony weeks in not there to save the day for romero 😂,cQOq2Ih36EU,True
@ELMAARIIO,2024-04-01T14:20:09Z,11,"Esos si son boxeadores, ese si representa a México",cQOq2Ih36EU,True
@robertgarcia7024,2024-04-01T14:19:40Z,1,He really looks like a Pitbull. I would be sacared of a guy that looks like that even if he doesn't know a thing about fighting.,cQOq2Ih36EU,True
@Rifle314,2024-04-01T14:17:13Z,1,I told them🤷🏽‍♂️💯,cQOq2Ih36EU,True
@martinuriarte8077,2024-04-01T14:14:37Z,1,Felicidades a los Mexicanos q vuelven a tener un peleador como los de antes frontal y muy fuerte … los demás son fantasía y mercadeo,cQOq2Ih36EU,True
@earlgaskins6942,2024-04-01T14:14:21Z,0,"Rolly just stop boxing 😂😂😂 your An Embarrassment to were ever your from, !!!!",cQOq2Ih36EU,True
@edwinaguila5410,2024-04-01T14:12:54Z,1,Pitbull is so much for him..Salute Pitbull stay humble,cQOq2Ih36EU,True
@truthseeker3293,2024-04-01T14:11:58Z,0,😂😂,cQOq2Ih36EU,True
@rodsteel6595,2024-04-01T14:11:07Z,0,"You wave the Mexican flag here in America, and this country is what gave you the opportunity... Why?",cQOq2Ih36EU,True
@B-Hendricks,2024-04-01T14:09:24Z,0,Was too easy. It's ridiculous that Rolly was ever a champion. What a farce!,cQOq2Ih36EU,True
@user-fe3tm2oz1p,2024-04-01T14:07:52Z,0,He's an animal 💯,cQOq2Ih36EU,True
@eliabhernandez5873,2024-04-01T14:06:25Z,0,Así se  la uvieran detenido a el pecas contra coto le robaron a coto,cQOq2Ih36EU,True
@luisvilarreal3870,2024-04-01T14:05:23Z,0,Dice el dicho..El que rie al ultimo rie mejor..muy merecido el tapadon de trompa que (pit bull cruz) le dio al rolly ahora chillon......viva isaac Cruz a.k.a pitbull..viva nuestro mexico con mucho  orgullo y esperemos que siga adelante con muchis exitos tambien...bendiciones a todos...,cQOq2Ih36EU,True
@luisangelhernandezjavier5904,2024-04-01T14:05:21Z,1,Rolando le dió muchos problemas a Gervonta y el Pitbull simplemente lo pulverizó,cQOq2Ih36EU,True
@tbgb09,2024-04-01T14:04:04Z,0,Rolly need to start over maybe like golden gloves,cQOq2Ih36EU,True
@PedroFebres-eo3dg,2024-04-01T14:03:21Z,0,@PBCpara mi q rolly le robo la bicicleta a MACHO CAMACHO ..R.I.P Y SOY PUERTORRIQUEÑO PERO MEXICO ES MÉXICO,cQOq2Ih36EU,True
@davidbernalpianista,2024-04-01T14:03:00Z,0,Viva México! Que gusto ver esta calidad de boxeador que es pitbull,cQOq2Ih36EU,True
@janselmartinez-pp3sw,2024-04-01T14:02:29Z,0,Yo sabía,cQOq2Ih36EU,True
@jjtoosmooveYT,2024-04-01T13:59:19Z,0,Pittbull baby metico Tyson,cQOq2Ih36EU,True
@alsantoshsantana8803,2024-04-01T13:56:45Z,0,"Pitbull ""rolled"" him back to his mama's womb !!!",cQOq2Ih36EU,True
@izakihrs4019,2024-04-01T13:56:26Z,0,"Event tank davis avoid rematch with isaac pitbull , poor rolly romero ,I hope he will be more humble after this defeat..",cQOq2Ih36EU,True
@onyar8021,2024-04-01T13:56:14Z,3,Rolly a professional salsa dancer with those legs 😭,cQOq2Ih36EU,True
@t_2_da_y,2024-04-01T13:56:10Z,0,"Like tank said, throw the whole team away!",cQOq2Ih36EU,True
@Holy_Athletics,2024-04-01T13:55:22Z,0,We know why tank is ducking cruz,cQOq2Ih36EU,True
@alsantoshsantana8803,2024-04-01T13:55:18Z,0,I knew this love affair would end like this❤😅... Yet another fight where ShowBizz loses a bet 😂,cQOq2Ih36EU,True
@bassnjeep6537,2024-04-01T13:53:40Z,0,Rolly should fight on those DAZN X exhibition fights with all those youtubers and influencers 😂😂💀💀💀,cQOq2Ih36EU,True
@heeroyuy809,2024-04-01T13:51:43Z,0,In this dude mocking Pacquiao's style of fighting and he just gets his ass beat by Pacs students,cQOq2Ih36EU,True
@pukkap7657,2024-04-01T13:51:41Z,0,My man,cQOq2Ih36EU,True
@patrickgreen5298,2024-04-01T13:50:52Z,0,Rolly’s been humbled.,cQOq2Ih36EU,True
@patrickgreen5298,2024-04-01T13:49:50Z,0,"I Hope this defeat will humble him. Great job, CRUZ.⭐️⭐️⭐️⭐️⭐️",cQOq2Ih36EU,True
@donaldrobinson7063,2024-04-01T13:49:47Z,0,journeyman Romero.....15-2 is a good record for a loser.,cQOq2Ih36EU,True
@user-gg3fd2id1t,2024-04-01T13:46:12Z,0,"Where u at Davis? Crying over P Didit? 😂🤣😂🤣
🌶🍆🍌🌭",cQOq2Ih36EU,True
@blagnicaloy3896,2024-04-01T13:45:16Z,0,PBC = Pit Bull Cruz 😊,cQOq2Ih36EU,True
@corneliousfisher1762,2024-04-01T13:42:09Z,0,a real pitbull mane ‼️‼️‼️‼️,cQOq2Ih36EU,True
@anfernymorales5208,2024-04-01T13:41:59Z,0,Matias vs Cruz a ver si es duro el Chihuahua,cQOq2Ih36EU,True
@racing7m,2024-04-01T13:41:35Z,0,Wow who is the chihuahua now rolly. That was a beat down.,cQOq2Ih36EU,True
@bestamazon5644,2024-04-01T13:41:19Z,0,totale domination,cQOq2Ih36EU,True
@Life-dh6xg,2024-04-01T13:40:57Z,0,Wow good fight,cQOq2Ih36EU,True
@JvoxProductions,2024-04-01T13:39:58Z,7,"""Romero's on inline skates!"" I love how this announcer has so many variations of this line. Gotta say the whole broadcast was really good. Good fights, balanced commentary, fair judging.",cQOq2Ih36EU,True
@user-rj2mg7jy9n,2024-04-01T13:39:20Z,0,Lo dejó bien pedo 😂😂😂😂😂,cQOq2Ih36EU,True
@bracerokikito,2024-04-01T13:36:44Z,0,Romero quien es el chihuahua,cQOq2Ih36EU,True
@Daddy._Life,2024-04-01T13:36:01Z,0,"Isaac ""Jabs are for pxssies"" Cruz",cQOq2Ih36EU,True
@smokygirlnunui7270,2024-04-01T13:33:01Z,0,It looks like a punching bag😅,cQOq2Ih36EU,True
@urbanoibarra5582,2024-04-01T13:32:32Z,0,🥊🥊🥊🇲🇽🇲🇽🇲🇽🇲🇽QUIBOLOOOBOSS,cQOq2Ih36EU,True
@sorengaholl5451,2024-04-01T13:32:14Z,0,Rolly joke,cQOq2Ih36EU,True
@ronaldbasa1017,2024-04-01T13:31:41Z,0,Pitbull is really a vicious hunter!💪,cQOq2Ih36EU,True
@erikbalya,2024-04-01T13:31:18Z,0,Litle tyson,cQOq2Ih36EU,True
@iceman3713,2024-04-01T13:29:24Z,0,Early stoppage,cQOq2Ih36EU,True
@therealistintheboot8822,2024-04-01T13:28:58Z,0,"😂😂😂😂 Don't ever disrespect other fighters on Twitter again, goofy!",cQOq2Ih36EU,True
@alexanderhernandez2977,2024-04-01T13:27:42Z,0,Pit bull cruz vs Matiaz so we can see who is the king at 140,cQOq2Ih36EU,True
@pablomontoyagarita,2024-04-01T13:25:39Z,0,"Felicidades Pitbull, muy merecido , auténtico guerrero.. saludos desde Costa Rica 🇨🇷",cQOq2Ih36EU,True
@aneurismatosrobles5821,2024-04-01T13:25:03Z,0,Que gusto me da ver cómo acaban a este bocón gracias ISA cruz por esto,cQOq2Ih36EU,True
@eonlub,2024-04-01T13:24:45Z,0,Gervonta,cQOq2Ih36EU,True
@darriusdeburgh7333,2024-04-01T13:23:58Z,2,"Bad style matchup for Rolly. Rolly can come back and be successful but needs an overhaul. He should call Freddy Roach. Rolly, should have only thrown straight 1 - 2s maybe double up on the jab , hooks and uppercuts very seldom. Congrats to Issac the new Champ !",cQOq2Ih36EU,True
@Maggyzsanelle,2024-04-01T13:23:21Z,0,Isa lg masasabi ko kung talagang makas sya.. inoue akyat conquer  champions on weight 8 divisions,cQOq2Ih36EU,True
@jg6338,2024-04-01T13:18:26Z,0,Ahí quedo el dominicano.....donde debe estar...si le dan más cuerda se creen los dueños del mundo..no saben manejar el poder ..FIN,cQOq2Ih36EU,True
@velimasuku8808,2024-04-01T13:16:55Z,2,He never recovered from Gervanta rockin his snot box😂,cQOq2Ih36EU,True
@angelicaesparza2577,2024-04-01T13:16:45Z,0,"Rolli no llevo tupper, y le dieron hasta para llevar 😂😂😂😂😂❤",cQOq2Ih36EU,True
@user-bf4bc8pb9j,2024-04-01T13:14:54Z,1,Gervonta davis fears this man😅,cQOq2Ih36EU,True
@gradoivan72,2024-04-01T13:14:35Z,2,Shortest highlights I’ve ever seen,cQOq2Ih36EU,True
@Lucia-Rich,2024-04-01T13:13:41Z,0,Cruz is a boxing superstar in the making don’t be surprised if he starts fighting some big names.,cQOq2Ih36EU,True
@kenyattafrazier,2024-04-01T13:13:15Z,71,How tf did that last 8 rounds? Bro was done in the first round. I’m impressed that he hung in there that long,cQOq2Ih36EU,True
@weoh_black6788,2024-04-01T13:12:03Z,1,Real boxing fans know rolly can’t fight he don’t have no boxing skills or footwork just power,cQOq2Ih36EU,True
@1rl4nd3zl0k0,2024-04-01T13:12:00Z,0,😂😂😂 que madrina recibió Romero,cQOq2Ih36EU,True
@rodmilly1,2024-04-01T13:10:41Z,1,Cruz EARNED that title Romero was given that shiiit… the universe spoke Rolly need to move in from boxing he got toasted… Davis cracked him with one good shot this was a beat down 😮,cQOq2Ih36EU,True
@MarcusWilbourn-fb3ic,2024-04-01T13:10:33Z,0,ROLLIE IS TRASH😂,cQOq2Ih36EU,True
@MarcusWilbourn-fb3ic,2024-04-01T13:08:47Z,0,Rollie needs to gone retire,cQOq2Ih36EU,True
@glockitupmyguy7759,2024-04-01T13:07:41Z,1,he needs his rematch with Davis,cQOq2Ih36EU,True
@apelespla6108,2024-04-01T13:07:08Z,1,"Pitbull Cruz MAULED Romero😮😮😮😢 
Heck of a fighter.  Congrats for the Mexican,  all due respect 🙏",cQOq2Ih36EU,True
@DavidIoffrida,2024-04-01T13:05:18Z,0,T,cQOq2Ih36EU,True
@InformedGlobe,2024-04-01T13:03:40Z,0,3 Doritos later 😂.,cQOq2Ih36EU,True
@marojalan-jalanyt7503,2024-04-01T13:01:08Z,0,The next mike tison. Is very good pitt bull,cQOq2Ih36EU,True
@rafaelcruz765,2024-04-01T13:00:11Z,0,The Mexican monster ❤,cQOq2Ih36EU,True
@S3lvh,2024-04-01T12:59:46Z,1,Tank will absolutely loose if he got  a pt.2,cQOq2Ih36EU,True
@RocCityUSA,2024-04-01T12:59:23Z,38,Tank is in my top five... most complete fighter there is imo... I really want to see Tank v Haney after their next fights more than any other fight... but I gotta keep it 100... Pit bull deserves that Tank rematch...,cQOq2Ih36EU,True
@juanramonsantiago5588,2024-04-01T12:59:18Z,1,Pitbull physique looks like bodybuilder,cQOq2Ih36EU,True
@josephp.8778,2024-04-01T12:57:44Z,0,Did Romero hurt Cruz at all?,cQOq2Ih36EU,True
@EA-pw3br,2024-04-01T12:57:02Z,1,Tank def don’t want that rematch,cQOq2Ih36EU,True
@user-hw6nb1zb9n,2024-04-01T12:56:02Z,0,He deserves,cQOq2Ih36EU,True
@anthonyperalta6424,2024-04-01T12:55:38Z,0,Hahah all that’s shit Romero talked 🤣🤣🤣🙆🏽‍♂️ viva mexicooo,cQOq2Ih36EU,True
@jjtoosmooveYT,2024-04-01T12:55:36Z,0,"This just shows how good tank was, with a bad hand.",cQOq2Ih36EU,True
@jjtoosmooveYT,2024-04-01T12:54:53Z,0,"No footwork, couldn’t been shakur or Haney",cQOq2Ih36EU,True
@concertslivehd3336,2024-04-01T12:51:36Z,0,Reminded me of Maidana rocking broner,cQOq2Ih36EU,True
@dannynievesperez6690,2024-04-01T12:51:09Z,0,Eso essssss arriba Mexico puñetaaaaaa,cQOq2Ih36EU,True
@YourSenpaiZoro,2024-04-01T12:50:55Z,0,"A Chihuahua that bites like a Pitbull, kinda scary 😲😟",cQOq2Ih36EU,True
@no1_raisondetre542,2024-04-01T12:50:36Z,0,"ROLLY is the type who will make a great boxing analyst while having the worst professional boxing record ... He studies all the tape, knows his fighters , and still gets k'd tf out !! 😄 that LEFT hook is his kryptonite !!",cQOq2Ih36EU,True
@ravidalvinas8398,2024-04-01T12:49:12Z,0,Like mike Tyson,cQOq2Ih36EU,True
@cristofergomez995,2024-04-01T12:47:42Z,0,Fucking Pitbull 🤟🏻🤟🏻🤟🏻🤟🏻🤟🏻🤟🏻🤟🏻🤟🏻,cQOq2Ih36EU,True
@alexrobushi7043,2024-04-01T12:47:25Z,0,If Romero could fight as good as he could run his mouth he would be an elite fighter 🤣🤣🤣,cQOq2Ih36EU,True
@allenmcfarlinmcfarlin8440,2024-04-01T12:46:24Z,0,Great Finish!good fight!!,cQOq2Ih36EU,True
@m.c.p4173,2024-04-01T12:46:05Z,0,Ese Romero no sirve para nada,cQOq2Ih36EU,True
@drek273,2024-04-01T12:43:22Z,0,I hate when they stop the fight before they fall down smh,cQOq2Ih36EU,True
@rapidtungpunches6017,2024-04-01T12:42:58Z,0,Got damn!!!,cQOq2Ih36EU,True
@saiyanclanking8884,2024-04-01T12:42:11Z,0,el osicon perdio,cQOq2Ih36EU,True
@user-hg3ls2sg9b,2024-04-01T12:41:08Z,3,"""Happy Easter everybody""
Quote of the year",cQOq2Ih36EU,True
@user-on5qn3lw7i,2024-04-01T12:40:42Z,0,Mexican fighters are brilliant to watch,cQOq2Ih36EU,True
@rafaelgonzalez7230,2024-04-01T12:37:57Z,0,LETS FUCKING GOOOOOOOO,cQOq2Ih36EU,True
@user-hf2vc2gk1g,2024-04-01T12:36:34Z,0,his new nick name Rolando groggy Romero,cQOq2Ih36EU,True
@luiscarvajal6219,2024-04-01T12:35:45Z,0,Bien dado por boquita suelta ta bueno que le pase mucho hablo y en el primer round 😂😂😂,cQOq2Ih36EU,True
@adammontiel354,2024-04-01T12:35:02Z,0,He is the next big star,cQOq2Ih36EU,True
@johannescorpuz1378,2024-04-01T12:33:14Z,0,Actually the referee help pitbull to rest🤣😂,cQOq2Ih36EU,True
@moereese5254,2024-04-01T12:32:50Z,0,Tank better come and get his belt or he a duck.,cQOq2Ih36EU,True
@joserobles389,2024-04-01T12:28:06Z,0,Di nkita niya hinahanap niya,cQOq2Ih36EU,True
@Silver-1991,2024-04-01T12:26:36Z,0,I knew it😮😮😮😮😮,cQOq2Ih36EU,True
@harrisbutler4404,2024-04-01T12:24:55Z,0,"Isaac made it boring again!hahahahaha never failed to make bored, cant even make the fight last till the 6th hahaha",cQOq2Ih36EU,True
@fede78xxx,2024-04-01T12:21:23Z,0,Mini Tyson!,cQOq2Ih36EU,True
@Gamingmix12,2024-04-01T12:20:17Z,0,😂😂😂😂😂😂😂😂,cQOq2Ih36EU,True
@ogloc1245,2024-04-01T12:19:49Z,0,i’m sorry but bullet has to take some blame for this,cQOq2Ih36EU,True
@user-gz6qk4uc4p,2024-04-01T12:19:38Z,0,And the new Champion,cQOq2Ih36EU,True
@mel1224,2024-04-01T12:19:27Z,9,"Congratulations Cruz🔥🔥🔥
We  are proud to you 
From:🇵🇭🇵🇭🇵🇭",cQOq2Ih36EU,True
@larrykinghigh,2024-04-01T12:19:26Z,0,I told niggas pitbull was fighting tank if he fights anybody else he’s spinning they block lol Rollie is still dizzy 😂,cQOq2Ih36EU,True
@user-gz6qk4uc4p,2024-04-01T12:19:07Z,0,"MORAN 2024 President 
 Manifest Destiny 
America comes first",cQOq2Ih36EU,True
@user-gz6qk4uc4p,2024-04-01T12:18:34Z,0,Cruz es un gran boxador viva mexico,cQOq2Ih36EU,True
@hazeomega7122,2024-04-01T12:18:25Z,0,Ah Man... Cruz turned him in to a bobble head.,cQOq2Ih36EU,True
@nuclearforce55,2024-04-01T12:18:13Z,0,Running mouth working overtime got paid what he deserves a full beatdown,cQOq2Ih36EU,True
@carlosramos7358,2024-04-01T12:18:04Z,0,Bien merecido un buen campeón viva México desde oh lorain,cQOq2Ih36EU,True
@user-gz6qk4uc4p,2024-04-01T12:17:41Z,0,Muy Bien Cruz,cQOq2Ih36EU,True
@TheRealDeal420,2024-04-01T12:15:53Z,0,Damn this is not the same Romeo from the tank fight lol,cQOq2Ih36EU,True
@j.d.v.2782,2024-04-01T12:14:15Z,0,"Yo....this was brutal. Don't know about all the hate nowadays, people acting pretty darmn re.ta.rrded when it comes to trashtalking professionals online.
But I wonder how Tank vs Cruz would be. Might be on a Holyfield/Tyson type of energy.",cQOq2Ih36EU,True
@omarhernandez108,2024-04-01T12:14:07Z,0,"Así era mi PIT, desde que estábamos en secundaria juntos te dije que ibas a ser campeón del mundo! Éxito hermanito",cQOq2Ih36EU,True
@macrr1692,2024-04-01T12:14:01Z,0,The clown just got a lesson,cQOq2Ih36EU,True
@Brooklyn11236,2024-04-01T12:13:00Z,0,PBC still producing the worst highlights in boxing,cQOq2Ih36EU,True
@darrylcotton8528,2024-04-01T12:12:58Z,0,That’s taco Tyson I told em,cQOq2Ih36EU,True
@rbr8931,2024-04-01T12:09:56Z,0,😂😂😂,cQOq2Ih36EU,True
@randomgreyalien4835,2024-04-01T12:07:21Z,0,"*hey TANK, give this man a rematch.*",cQOq2Ih36EU,True
@whattheywontsayiwillsay,2024-04-01T12:06:08Z,0,Rolly should stop boxing he’s terrible at it,cQOq2Ih36EU,True
@seizonsha,2024-04-01T12:03:24Z,0,Beating fighters like Rolly and Ryan is not an accomplishment.,cQOq2Ih36EU,True
@Trapn_Guy,2024-04-01T11:59:30Z,1,"He doesn’t hit that hard just caught me. 
-Rolly",cQOq2Ih36EU,True
@beastgrindr1118,2024-04-01T11:58:05Z,0,Pussy fight,cQOq2Ih36EU,True
@JazzyJeff910,2024-04-01T11:57:03Z,0,The Rolly hype train is over. Time to move on.,cQOq2Ih36EU,True
@TehronEdwardsjr,2024-04-01T11:54:36Z,0,Cruz locked Romero down,cQOq2Ih36EU,True
@mickleigh674,2024-04-01T11:54:36Z,0,Obviously a weight bully,cQOq2Ih36EU,True
@Parisxmanson,2024-04-01T11:52:27Z,0,This would’ve been better for Ryan and rolly to fight,cQOq2Ih36EU,True
@derickgutierrez211,2024-04-01T11:51:28Z,0,😮😮😮 holy guac,cQOq2Ih36EU,True
@cjahwang9264,2024-04-01T11:50:49Z,0,Lol keep talking trash rolled oats..😂 u gon get it worse than that,cQOq2Ih36EU,True
@ricardescobedo8964,2024-04-01T11:48:48Z,0,🔥🔥performance,cQOq2Ih36EU,True
@user-vp4zr3gb5o,2024-04-01T11:48:37Z,0,Bernad and oscar there shows poor promotion on the sport how can you lough another fighter like this who bcz there want rolly to sign to them there are supposed to get finded with Mr Mandoza for the stupid attiutude in from of milloions of fans like this thats not sportsmenship like this whille you now you fighter is in a big match coming For Canelo vs Mungia we dont whats going to happen at this night stop shows usless promotions like this in from fans thats bushit iremember the fight between Felixy trinadad vs Bernad hopkins at the weigh in bernad with his team ends up running away after benard disrespcet Poutorigo peoples in front of all pppls of P/rougi we suppose to have sportsmanship in boxong guys.....,cQOq2Ih36EU,True
@anthonyeaster362,2024-04-01T11:46:33Z,0,🤝📈,cQOq2Ih36EU,True
@blackagarboltagon7046,2024-04-01T11:45:57Z,0,Ma boi went crippin,cQOq2Ih36EU,True
@dtkl79,2024-04-01T11:40:51Z,0,Great stoppage,cQOq2Ih36EU,True
@mikecamacho6968,2024-04-01T11:38:44Z,0,💪,cQOq2Ih36EU,True
@Mar-ri2iq,2024-04-01T11:37:40Z,0,Rolly has turned into a Human Punching Bag.,cQOq2Ih36EU,True
@bleubenjamins8330,2024-04-01T11:34:56Z,0,Cruz said who’s the troll now💥,cQOq2Ih36EU,True
@kentymashmilo758,2024-04-01T11:34:55Z,81,One judge really scored 66-65 in favor of romero before the stoppage😂,cQOq2Ih36EU,True
@paularvin8174,2024-04-01T11:33:40Z,0,young Maidana💪🏻,cQOq2Ih36EU,True
@valentinoatienza2004,2024-04-01T11:32:47Z,0,Rolly is a clown I’m so glad pit bull beat the shit out of that delusional idiot,cQOq2Ih36EU,True
@joshuajames5267,2024-04-01T11:27:40Z,0,Rematch with Davis,cQOq2Ih36EU,True
@cincitytv9747,2024-04-01T11:26:47Z,0,Pitbull is my favorite fighter! Congrats champ,cQOq2Ih36EU,True
@rafaelnava6453,2024-04-01T11:26:15Z,0,The quickest highlights I’ve seen,cQOq2Ih36EU,True
@wzpdoc2511,2024-04-01T11:25:53Z,0,"That chihuahua wont bite, it'll beat the hell out of you. 😭",cQOq2Ih36EU,True
@CashlessMilo92,2024-04-01T11:24:12Z,0,Romero really thought he had a chance against the man that beat tank 😂,cQOq2Ih36EU,True
@iAntihero,2024-04-01T11:24:07Z,0,He literally look like a pocket pitbull then Rolly called him a chihuahua? He will kill you bro. 😂,cQOq2Ih36EU,True
@OluAraba-ts8ew,2024-04-01T11:22:42Z,0,great fight,cQOq2Ih36EU,True
@OluAraba-ts8ew,2024-04-01T11:22:24Z,0,great fight,cQOq2Ih36EU,True
@bsmi1361,2024-04-01T11:20:05Z,0,Rolly found out that pittbulls bite hard,cQOq2Ih36EU,True
@mikeeferrer,2024-04-01T11:16:18Z,0,This is interesting to watch. Seems like this is one of the most intense fights I've ever seen in my life.,cQOq2Ih36EU,True
@user-fe9wh7lw5e,2024-04-01T11:14:27Z,0,Chimgom ni agarrandolo lo detuvo jejeje le iba peor cuando lo agarraba jejeje,cQOq2Ih36EU,True
@marcusblackburn236,2024-04-01T11:10:58Z,0,😂😂😂😂😅😅😅 Rolly outclassed once again...FACT,cQOq2Ih36EU,True
@KASH.B59M,2024-04-01T11:09:14Z,0,Rolley is done.. It's proven he doesn't have a chin..  How do you train your chin to be great??,cQOq2Ih36EU,True
@user-bb5rf5nt2e,2024-04-01T11:06:55Z,2,Some ancient ferocious Aztec war god lives in Cruz,cQOq2Ih36EU,True
@ArnoldJudasRimmer..,2024-04-01T11:05:44Z,1,Most annoying commentators EVER!,cQOq2Ih36EU,True
@mangotanggo3874,2024-04-01T10:57:16Z,0,PACQUIAO MUST BE PROUD,cQOq2Ih36EU,True
