author,updated_at,like_count,text,public,cleaned_text,review_txt,language
@psicorganon3585,2024-04-15T02:16:42Z,0,Como puede defender tan mal un boxeador. Para mi que el golpe de cruz en el primer round le movio sus conocimintos basicos de boxeo.,True,Como puede defender tan mal un boxeador. Para mi que el golpe de cruz en el primer round le movio sus conocimintos basicos de boxeo.,pued defend tan mal boxeador golp cruz primer round movio conociminto basico boxeo,es
@gabrielalvarez7029,2024-04-14T03:12:06Z,0,A México se le respeta!!!!!,True,A México se le respeta!!!!!,méxico respeta,es
@Ranchero123,2024-04-12T18:06:28Z,0,"A ese "" cubanito"" le dieron su "" buena putiza"" como decimos los mexicanos..
Y le dio su buen "" MERECIDO""...😂..
👍☝️☝️☝️...ES DEPORTE NO ES TEATRO...",True,"A ese "" cubanito"" le dieron su "" buena putiza"" como decimos los mexicanos..
Y le dio su buen "" MERECIDO"".....
☝️☝️☝️...ES DEPORTE NO ES TEATRO...",cubanito dieron buena putiza decimo mexicano dio buen merecido deport teatro,es
@juniorabceua7797,2024-04-12T09:58:21Z,0,"""Yo no quiero oro ni quiero plata, yo lo que quiero es romper la piñata""   - PitbullCruz 2024😂😂😂",True,"""Yo no quiero oro ni quiero plata, yo lo que quiero es romper la piñata""   - PitbullCruz 2024",quiero oro quiero plata quiero romper piñata pitbullcruz 2024,es
@espartacos1327,2024-04-11T23:38:57Z,0,🔴Próxima pelea  de rayos  Interesante pelea  entre Issac Cruz ( campeón Mexicano) vs Barroso ( campeón Venezolano) pelea que sacara chispas si se da esta gran pelea 🥊🥊,True,Próxima pelea  de rayos  Interesante pelea  entre Issac Cruz ( campeón Mexicano) vs Barroso ( campeón Venezolano) pelea que sacara chispas si se da esta gran pelea 🥊🥊,próxima pelea rayo interesant pelea issac cruz campeón mexicano v barroso campeón venezolano pelea sacara chispa si da gran pelea,es
@Jokertheking-lb8io,2024-04-11T23:11:16Z,0,"No lo hagan ,no molesten a un harmano mexicano ,no se los recomiendo 😂",True,"No lo hagan ,no molesten a un harmano mexicano ,no se los recomiendo ",hagan molesten harmano mexicano recomiendo,es
@javierabraham4205,2024-04-11T04:00:59Z,0,La pequeña makina,True,La pequeña makina,pequeña makina,es
@albertocarmona4418,2024-04-11T03:06:04Z,0,No le pares el dedo a un mex por q te va mal jaja,True,No le pares el dedo a un mex por q te va mal jaja,pare dedo mex q va mal jaja,es
@luisalejandrotalaveraflore3579,2024-04-10T20:41:00Z,0,"Jajajajajaja jajajajajaja estuvo a toda madre como le quitaste lo hocicon a ese pinche perro roñoso para que se saque a la verga, enhora buena pitbull vas a llegar lejos brother",True,"Jajajajajaja jajajajajaja estuvo a toda madre como le quitaste lo hocicon a ese pinche perro roñoso para que se saque a la verga, enhora buena pitbull vas a llegar lejos brother",jajajajajaja jajajajajaja toda madr quitast hocicon pinch perro roñoso saqu verga enhora buena pitbul va llegar lejo brother,es
@Lafamiliarosario,2024-04-10T03:17:43Z,0,Ese muchacho se confió desde el primer around y lo lastimaron!,True,Ese muchacho se confió desde el primer around y lo lastimaron!,muchacho confió primer around lastimaron,es
@marioa8171,2024-04-09T11:55:46Z,1,Este pitbull si representa al boxeo mexicano sin miedo y siempre adelante,True,Este pitbull si representa al boxeo mexicano sin miedo y siempre adelante,pitbul si representa boxeo mexicano miedo siempr adelant,es
@T-Atreves,2024-04-08T15:37:55Z,1,"Felicidades a pitbull, todo fuego gracias a su determinación y disciplina al entrenar.... 🥊🥊",True,"Felicidades a pitbull, todo fuego gracias a su determinación y disciplina al entrenar.... 🥊🥊",felicidad pitbul fuego gracia determinación disciplina entrenar,es
@estebanmesiasguerramelgar5770,2024-04-08T14:55:18Z,0,"Grande Issac, el representante de usa se quedo sin huevos tipico.",True,"Grande Issac, el representante de usa se quedo sin huevos tipico.",grand issac representant usa quedo huevo tipico,es
@reymunvaldes2914,2024-04-08T12:23:00Z,0,"No compares la sangre d un indio , con las demás del resto de mundo , creado x dios indios ❤",True,"No compares la sangre d un indio , con las demás del resto de mundo , creado x dios indios ❤",compar sangr d indio demá resto mundo creado x dio indio,es
@pablomartinez2373,2024-04-07T21:32:15Z,0,Es bien desorganizado no tiene nada de estilo solo tiene golpes de poder pero necesita organizarse mucho mas si quiere seguir ganando peleas.,True,Es bien desorganizado no tiene nada de estilo solo tiene golpes de poder pero necesita organizarse mucho mas si quiere seguir ganando peleas.,bien desorganizado estilo solo golp poder necesita organizars ma si quier seguir ganando pelea,es
@Miguel-gf3qq,2024-04-07T15:07:11Z,0,La verdad si un peleador  inteligente pelea con el pitbull le puede ganar cruz es muy desordenado para tirar golpes esos volados quedan en la nada ala hora de tirar golpes,True,La verdad si un peleador  inteligente pelea con el pitbull le puede ganar cruz es muy desordenado para tirar golpes esos volados quedan en la nada ala hora de tirar golpes,verdad si peleador inteligent pelea pitbul pued ganar cruz desordenado tirar golp volado quedan ala hora tirar golp,es
@alexnunezhawkeye5810,2024-04-07T13:23:31Z,0,"Pitbull falló en el primer round lo tuvo y no lo apuró,se perdió el nocout",True,"Pitbull falló en el primer round lo tuvo y no lo apuró,se perdió el nocout",pitbul falló primer round apurós perdió nocout,es
@MartinRodriguez-jh5np,2024-04-07T06:22:23Z,0,Ni miraba por donde le llegaban los golpes al cubano bocón 😂😂😂😂😂😂,True,Ni miraba por donde le llegaban los golpes al cubano bocón ,miraba llegaban golp cubano bocón,es
@juanantonior7288,2024-04-07T04:01:22Z,0,"Alaverga, que manera de atinar y no atinar golpes del pitbull, una bestia, siento que barrera las 140, no veo quien lo pare.",True,"Alaverga, que manera de atinar y no atinar golpes del pitbull, una bestia, siento que barrera las 140, no veo quien lo pare.",alaverga manera atinar atinar golp pitbul bestia siento barrera 140 veo pare,es
@AlanMendez-ov1sq,2024-04-06T22:33:59Z,0,"Un ""Chihuahua"" rompiendo una piñata🎉",True,"Un ""Chihuahua"" rompiendo una piñata",chihuahua rompiendo piñata,es
@severoguzman3395,2024-04-06T19:29:16Z,0,Asi se demuestra el rig no con la boca los bocones asi quedan,True,Asi se demuestra el rig no con la boca los bocones asi quedan,asi demuestra rig boca bocon asi quedan,es
@joelalvarez1415,2024-04-06T15:00:52Z,0,En 2 minutos PUÑETAAAA👍🏼💪🏽🇵🇷,True,En 2 minutos PUÑETAAAA,2 minuto puñetaaaa,es
@robertomurri1278,2024-04-06T05:01:48Z,1,"Pitbull Cruz. Hijo de la chingada! 
👏 👏 👏 😎🔥🇲🇽",True,"Pitbull Cruz. Hijo de la chingada! 
   ",pitbul cruz hijo chingada,es
@sixtoguerrero9988,2024-04-05T22:20:16Z,0,Ese fue el terremoto mexicano!!!!!!!,True,Ese fue el terremoto mexicano!!!!!!!,terremoto mexicano,es
@sergiorodriguez1246,2024-04-05T20:48:06Z,0,El Pitbull cruz hoy por hoy no hay rival que aguante sus manos. Si lo agarra al tanque ahora lo deja tirado en la lona.,True,El Pitbull cruz hoy por hoy no hay rival que aguante sus manos. Si lo agarra al tanque ahora lo deja tirado en la lona.,pitbul cruz hoy hoy rival aguant mano si agarra tanqu ahora deja tirado lona,es
@RafaelOrtiz-vk6ed,2024-04-05T16:50:03Z,0,Buen peleador!,True,Buen peleador!,buen peleador,es
@fabianmanriquez5856,2024-04-05T15:58:09Z,0,"Una vergüenza Romero. Eso le pasó por hocicon, tanto hablo que al final leyeron un baile en el Ring. Realmente mucha habladuria y poco de lo que realmente importa que es demostrarlo en el cuadrilátero.",True,"Una vergüenza Romero. Eso le pasó por hocicon, tanto hablo que al final leyeron un baile en el Ring. Realmente mucha habladuria y poco de lo que realmente importa que es demostrarlo en el cuadrilátero.",vergüenza romero pasó hocicon hablo final leyeron bail ring realment mucha habladuria realment importa demostrarlo cuadrilátero,es
@sergiooliva4268,2024-04-05T04:35:25Z,0,El box mexicano está en buenas manos 🇲🇽,True,El box mexicano está en buenas manos ,box mexicano buena mano,es
@josearmando1718,2024-04-05T03:02:44Z,0,4 millones de vistas en 4 dias 🇲🇽🔥,True,4 millones de vistas en 4 dias ,4 millon vista 4 dia,es
@joelbustamanteenriquez3918,2024-04-05T02:26:05Z,0,Como dijo Julio Cesar Chavez le queria pegar una shinga pero se la pegue yo🎉,True,Como dijo Julio Cesar Chavez le queria pegar una shinga pero se la pegue yo,dijo julio cesar chavez queria pegar shinga pegu,es
@joaquinandrade143,2024-04-05T01:50:47Z,0,Quiero ver la revancha con Gerbonta,True,Quiero ver la revancha con Gerbonta,quiero ver revancha gerbonta,es
@carlosmartinez2309,2024-04-04T21:49:31Z,0,Así le pasa a todos esos habladores los mexicanos éramos guerreros de nacimiento ser cabron se nace no se compra en la farmacia,True,Así le pasa a todos esos habladores los mexicanos éramos guerreros de nacimiento ser cabron se nace no se compra en la farmacia,así pasa hablador mexicano guerrero nacimiento ser cabron nace compra farmacia,es
@Betyvasquez-ts1lg,2024-04-04T20:51:08Z,0,Eso fue una total demolición😅😅,True,Eso fue una total demolición,total demolición,es
@elmillorose5845,2024-04-04T20:38:18Z,0,"Se trago todos los golpes Romero.😊😊
Ese volado es mortal.",True,"Se trago todos los golpes Romero.
Ese volado es mortal.",trago golp romero volado mortal,es
@jg-sn2ng,2024-04-04T20:11:27Z,0,Viva Mexico cabrones me la pelan pinche perros!,True,Viva Mexico cabrones me la pelan pinche perros!,viva mexico cabron pelan pinch perro,es
@eljonas3014,2024-04-04T19:35:59Z,0,Corrió más rolly romero en el ring que las Raramuri de Los Ángeles alas vegas 😂😂💪,True,Corrió más rolly romero en el ring que las Raramuri de Los Ángeles alas vegas ,corrió rolli romero ring raramuri ángele ala vega,es
@nestorchoto4930,2024-04-04T19:11:28Z,8,Soy salvadoreño. Y este morro nos representa a todos los latinos. Viva México!!,True,Soy salvadoreño. Y este morro nos representa a todos los latinos. Viva México!!,salvadoreño morro representa latino viva méxico,es
@stevenarango5839,2024-04-04T15:41:25Z,0,"Detuvo muy rápido la pelea, debió dejarlo caer si era el caso, se vio más mal en el primer round",True,"Detuvo muy rápido la pelea, debió dejarlo caer si era el caso, se vio más mal en el primer round",detuvo rápido pelea debió dejarlo caer si caso vio mal primer round,es
@gloriahurtado3249,2024-04-04T15:26:25Z,0,K Dios t cuide siempre cruz 🙏  y grasias x  regresarnos el buen boxeo ❤❤❤ tu serás nuestro nuevo julio cesar ❤ y Tony paquiao❤,True,K Dios t cuide siempre cruz   y grasias x  regresarnos el buen boxeo ❤❤❤ tu serás nuestro nuevo julio cesar ❤ y Tony paquiao❤,k dio t cuid siempr cruz grasia x regresarno buen boxeo nuevo julio cesar toni paquiao,es
@josealbertocasillasmercado9347,2024-04-04T14:10:29Z,0,"Ahí ta, no que la tenia grandota??? Jajajajja pinch...e rolly, se le hizo chiquita, jajajjajja una vez más un mexicano le calla el oscico a un inche oscicon jajajjajjajajja, que bueno viva México hijos de su put...a madre",True,"Ahí ta, no que la tenia grandota??? Jajajajja pinch...e rolly, se le hizo chiquita, jajajjajja una vez más un mexicano le calla el oscico a un inche oscicon jajajjajjajajja, que bueno viva México hijos de su put...a madre",ahí ta tenia grandota jajajajja pinch rolli hizo chiquita jajajjajja vez mexicano calla oscico inch oscicon jajajjajjajajja bueno viva méxico hijo puta madr,es
@MrJuliagudelo19,2024-04-04T14:07:47Z,0,Cruz es el nuevo Maidana. D eme hace muy similar sus estilos.,True,Cruz es el nuevo Maidana. D eme hace muy similar sus estilos.,cruz nuevo maidana d eme hace similar estilo,es
@NAPPAMEeeN,2024-04-04T11:37:39Z,0,Romero es todo un guerrero cómo para no caer ante toda esa pólvora explosiva del pitbull jajajajaja un bocon más derrotado,True,Romero es todo un guerrero cómo para no caer ante toda esa pólvora explosiva del pitbull jajajajaja un bocon más derrotado,romero guerrero cómo caer toda pólvora explosiva pitbul jajajajaja bocon derrotado,es
@cesarvalle7688,2024-04-04T03:47:02Z,0,El romero marica lo abraza mucho,True,El romero marica lo abraza mucho,romero marica abraza,es
@santiherreraspiderman1675,2024-04-04T03:37:42Z,0,Sin abrir tanto el hocico 😂😂😂,True,Sin abrir tanto el hocico ,abrir hocico,es
@fejudecagriffin2407,2024-04-04T03:15:51Z,0,Que viva toda latinoamericana y que viva México 🇲🇽,True,Que viva toda latinoamericana y que viva México ,viva toda latinoamericana viva méxico,es
@izcalense1121,2024-04-04T01:44:15Z,0,La pura Verga nada que el maricon del canelo con sus peleas arregladas,True,La pura Verga nada que el maricon del canelo con sus peleas arregladas,pura verga maricon canelo pelea arreglada,es
@alejandrojrhernandez1964,2024-04-03T22:18:40Z,0,Así pierden los osicones.,True,Así pierden los osicones.,así pierden osicon,es
@ghxst5882,2024-04-03T21:56:24Z,0,"El Chihuahua Rolando Romero Corriendo De Isaac El Pitbull 😂
Arriba Mexicooo ! 🇲🇽🔥",True,"El Chihuahua Rolando Romero Corriendo De Isaac El Pitbull 
Arriba Mexicooo ! ",chihuahua rolando romero corriendo isaac pitbul arriba mexicooo,es
@danieldagreat1,2024-04-03T21:41:56Z,1,"Este es el estilo Mexicano Que quiere Mexico, no el de Canelo. 🇲🇽",True,"Este es el estilo Mexicano Que quiere Mexico, no el de Canelo. ",estilo mexicano quier mexico canelo,es
@user-mu2hu9qh8u,2024-04-03T20:58:56Z,0,Cobarde ese roly bocon,True,Cobarde ese roly bocon,cobard roli bocon,es
@user-mu2hu9qh8u,2024-04-03T20:57:31Z,0,Le cayaeon la boca a ese payaso cobarde bocon,True,Le cayaeon la boca a ese payaso cobarde bocon,cayaeon boca payaso cobard bocon,es
@user-ne6vh3go3x,2024-04-03T20:02:17Z,0,Por ocicon..,True,Por ocicon..,ocicon,es
@shiroc4279,2024-04-03T18:06:47Z,1,Vuelve a nacer otro orgullo mexicano 🎉🎉 felicidades cruz,True,Vuelve a nacer otro orgullo mexicano  felicidades cruz,vuelv nacer orgullo mexicano felicidad cruz,es
@robertoalonzo1724,2024-04-03T17:43:39Z,0,Este pelon se quiebra al canelo de dos vrgazos,True,Este pelon se quiebra al canelo de dos vrgazos,pelon quiebra canelo do vrgazo,es
@LatinoEjemplar,2024-04-03T14:48:28Z,1,"Muy bien pitbull , esos caribeños (Rolly) siempre serán unos bocones prepotentes",True,"Muy bien pitbull , esos caribeños (Rolly) siempre serán unos bocones prepotentes",bien pitbul caribeño rolli siempr bocon prepotent,es
@EdgarHernandez-pr4oy,2024-04-03T14:30:28Z,0,Viva México y cruz eres la verga fallastes con hechos ese puto,True,Viva México y cruz eres la verga fallastes con hechos ese puto,viva méxico cruz verga fallast hecho puto,es
@gudbertoaltunarhernandez5649,2024-04-03T08:44:28Z,0,Mi mejor pitbull ya lo trae en la sangre como verdaderamente pitbull cuando lo buscan lo encuentran arriba México cabrones a veces es difícil ser un pinche mexicano para ser se necesita tener muchos huevos compa ajuaaaa arriba mi compa pitbull,True,Mi mejor pitbull ya lo trae en la sangre como verdaderamente pitbull cuando lo buscan lo encuentran arriba México cabrones a veces es difícil ser un pinche mexicano para ser se necesita tener muchos huevos compa ajuaaaa arriba mi compa pitbull,mejor pitbul trae sangr verdaderament pitbul buscan encuentran arriba méxico cabron vece difícil ser pinch mexicano ser necesita tener huevo compa ajuaaaa arriba compa pitbul,es
@cedrickrodriguezbarragan8128,2024-04-03T07:44:37Z,1,3 minutos enserio?? Saludos desde Guadalajara 🐓🇲🇽,True,3 minutos enserio?? Saludos desde Guadalajara ,3 minuto enserio saludo guadalajara,es
@ArchangelMW,2024-04-03T05:55:23Z,0,Muchas bendiciones mi pitbull. Le partiste su madre lol,True,Muchas bendiciones mi pitbull. Le partiste su madre lol,mucha bendicion pitbul partist madr lol,es
@mrs.moonbyul1379,2024-04-03T04:45:51Z,0,Y ahí nomás quedó el de los huevos grandes jajajaja se la partieron en grande,True,Y ahí nomás quedó el de los huevos grandes jajajaja se la partieron en grande,ahí nomá quedó huevo grand jajajaja partieron grand,es
@gzr805,2024-04-03T04:05:52Z,0,Sangre azteca piel de guerrero eso son los mexicanos,True,Sangre azteca piel de guerrero eso son los mexicanos,sangr azteca piel guerrero mexicano,es
@ariellopez2564,2024-04-03T03:59:30Z,0,"Vine por el reel del carro donde le decía que tenia que agradecer la oportunidad 😅, vaya que le agradeció 😂",True,"Vine por el reel del carro donde le decía que tenia que agradecer la oportunidad , vaya que le agradeció ",vine reel carro decía tenia agradec oportunidad vaya agradeció,es
@MarcoAurelioEstrada,2024-04-03T03:42:58Z,1,"Felicidades campeón,todo un gran guerrero mexicano y cuando te quieren hacer de menos a demostrar que tienes con que triunfar",True,"Felicidades campeón,todo un gran guerrero mexicano y cuando te quieren hacer de menos a demostrar que tienes con que triunfar",felicidad campeóntodo gran guerrero mexicano quieren hacer meno demostrar triunfar,es
@lesterchavarria8158,2024-04-03T01:42:14Z,0,"How do you say it...""por pendejo""",True,"How do you say it...""por pendejo""",how do you say itpor pendejo,es
@isidroaguilar1749,2024-04-03T01:22:07Z,0,"Eso mismo le va a Pasar al canelo
En esta proxima pelea lo van a nokear,",True,"Eso mismo le va a Pasar al canelo
En esta proxima pelea lo van a nokear,",mismo va pasar canelo proxima pelea van nokear,es
@yeinner.martinezmartinezgu342,2024-04-03T00:54:43Z,0,Entro a quitarle la cabeza muy agresivo... Intezo en todos los asaltos,True,Entro a quitarle la cabeza muy agresivo... Intezo en todos los asaltos,entro quitarl cabeza agresivo intezo asalto,es
@danielaezfranco5161,2024-04-03T00:42:25Z,1,nunca subestimes ha nadie 😂😂,True,nunca subestimes ha nadie ,nunca subestim nadi,es
@user-ko8ql7ve4o,2024-04-02T23:30:04Z,0,Ese morro si da orgullo.......no la otra chingadera que ahuevo quieren inflar,True,Ese morro si da orgullo.......no la otra chingadera que ahuevo quieren inflar,morro si da orgullono chingadera ahuevo quieren inflar,es
@thereallile,2024-04-02T23:17:23Z,26,Viva Mexico sangre Azteca 🇲🇽,True,Viva Mexico sangre Azteca ,viva mexico sangr azteca,es
@JMPulido55,2024-04-02T22:18:09Z,0,"¿Pues no que muy ""fregón"" el Rolly Romero? Eso le pasó por fantoche, incompetente, irrespetuoso y cínico. 😆 🥊",True,"¿Pues no que muy ""fregón"" el Rolly Romero? Eso le pasó por fantoche, incompetente, irrespetuoso y cínico.  🥊",pue fregón rolli romero pasó fantoch incompetent irrespetuoso cínico,es
@chiquipoint4885,2024-04-02T21:02:49Z,0,Nahh pero que madreada le pego el Pitbull al rolly 😂🤣,True,Nahh pero que madreada le pego el Pitbull al rolly 🤣,nahh madreada pego pitbul rolli,es
@diegovergara7939,2024-04-02T20:42:44Z,30,Terrible boxeador me encanta!!! Saludos desde Argentina,True,Terrible boxeador me encanta!!! Saludos desde Argentina,terribl boxeador encanta saludo argentina,es
@tomasgonzalez4269,2024-04-02T20:02:20Z,1,asta los ojos se le salieron a la africana americana de rosita cuando le metió tremendo utazo,True,asta los ojos se le salieron a la africana americana de rosita cuando le metió tremendo utazo,asta ojo salieron africana americana rosita metió tremendo utazo,es
@gerardoluna2559,2024-04-02T20:00:47Z,0,Que buena madrina 🥊 bien merecido lo tenía ese gringo bocón !!!,True,Que buena madrina 🥊 bien merecido lo tenía ese gringo bocón !!!,buena madrina bien merecido gringo bocón,es
@jajackboss,2024-04-02T19:57:50Z,0,"Ahuevo perrote bien ganado 
Le callaste el hocico a chingazos a ese hablador",True,"Ahuevo perrote bien ganado 
Le callaste el hocico a chingazos a ese hablador",ahuevo perrot bien ganado callast hocico chingazo hablador,es
@isacreyes6438,2024-04-02T19:42:11Z,0,Eso te pasa cuando le faltas el respeto y subestimas a tu rival,True,Eso te pasa cuando le faltas el respeto y subestimas a tu rival,pasa falta respeto subestima rival,es
@diegoalbertolopezbeltran9999,2024-04-02T19:41:20Z,0,No cabe duda de que cae mas pronto un hablador que un cojo,True,No cabe duda de que cae mas pronto un hablador que un cojo,cabe duda cae ma pronto hablador cojo,es
@gabrielhawaii2454,2024-04-02T19:39:58Z,0,Excelente trabajo,True,Excelente trabajo,excelent trabajo,es
@anakarenhernandez6262,2024-04-02T19:25:48Z,0,"Me da risa como uso la expresión ""perro chihuahua"" como insulto cuando es obvio que a ese wey nunca lo ha mordido uno de esos perritos, una vez que te muerde un chihuahua no te suelta por mas que le tapes las fosas nasales el wey no se suelta 😂 lo sé por experiencia 😂😂",True,"Me da risa como uso la expresión ""perro chihuahua"" como insulto cuando es obvio que a ese wey nunca lo ha mordido uno de esos perritos, una vez que te muerde un chihuahua no te suelta por mas que le tapes las fosas nasales el wey no se suelta  lo sé por experiencia ",da risa uso expresión perro chihuahua insulto obvio wey nunca mordido perrito vez muerd chihuahua suelta ma tape fosa nasal wey suelta sé experiencia,es
@user-cc3hb9wd1h,2024-04-02T19:07:13Z,0,Arriba Mexico 🇲🇽,True,Arriba Mexico ,arriba mexico,es
@albertojimenez5963,2024-04-02T18:56:17Z,0,Lo hubieran deja que le diera más por hocicón,True,Lo hubieran deja que le diera más por hocicón,deja diera hocicón,es
@cristianserrato8122,2024-04-02T18:41:18Z,0,Dale gracias a dios que CRUZ tenia el modo chihuahua activado por que si activa el modo pitbull ase que te retires del box 😂😂😂😂😂😂 VIVA MEXICO CABR....,True,Dale gracias a dios que CRUZ tenia el modo chihuahua activado por que si activa el modo pitbull ase que te retires del box  VIVA MEXICO CABR....,dale gracia dio cruz tenia modo chihuahua activado si activa modo pitbul ase retir box viva mexico cabr,es
@elbaescobar9594,2024-04-02T17:48:23Z,0,😂😂😂 ya no sentía lo duro si no lo tupido que bonito es lo bonito,True, ya no sentía lo duro si no lo tupido que bonito es lo bonito,sentía duro si tupido bonito bonito,es
@TonyContreras1,2024-04-02T17:12:16Z,0,"Que maadriza Le Puso, Dice que no lo tumbo, No Lo tumbo Pk Lo Sostuvo el referi, Vato Hocicon!!!",True,"Que maadriza Le Puso, Dice que no lo tumbo, No Lo tumbo Pk Lo Sostuvo el referi, Vato Hocicon!!!",maadriza puso dice tumbo tumbo pk sostuvo referi vato hocicon,es
@steveguerrero,2024-04-02T16:38:02Z,0,Se los comió todos,True,Se los comió todos,comió,es
@chinocuz7668,2024-04-02T16:21:26Z,0,Agarraron al rolly como piñata 😂,True,Agarraron al rolly como piñata ,agarraron rolli piñata,es
@user-uv9nx4fy8k,2024-04-02T16:04:51Z,0,"Y la cadena ??? Que le iba a regalar… puro guau guau 
O se la guardo de recuerdo,,, para que se acuerde quien le dio su paliza ,, en el primer rauuuu .. por hablador 😂",True,"Y la cadena ??? Que le iba a regalar… puro guau guau 
O se la guardo de recuerdo,,, para que se acuerde quien le dio su paliza ,, en el primer rauuuu .. por hablador ",cadena iba regalar puro guau guau guardo recuerdo acuerd dio paliza primer rauuuu hablador,es
@onova0773,2024-04-02T15:48:25Z,0,Que haces Jesús Ortiz tú no eres boxeador 😮,True,Que haces Jesús Ortiz tú no eres boxeador ,hace jesú ortiz boxeador,es
@carlosalbertoquezadabaltod4725,2024-04-02T15:27:32Z,2,El pitbull Cruz es un pequeño Tyson.,True,El pitbull Cruz es un pequeño Tyson.,pitbul cruz pequeño tyson,es
@murderer74,2024-04-02T15:17:33Z,0,Hay esta denle chance a otros mexicanos que traen las gana d pelear no que hay le andan rogando al cabelo para que pelee váyanse alv,True,Hay esta denle chance a otros mexicanos que traen las gana d pelear no que hay le andan rogando al cabelo para que pelee váyanse alv,denl chanc mexicano traen gana d pelear andan rogando cabelo pele váyans alv,es
@lesliegutierrez5029,2024-04-02T14:59:35Z,0,El que ríe al último ríe mejor este señor se burló del Méxicano y ya vio fue mejor bravo poreso nunca hay que burlarse de las personas,True,El que ríe al último ríe mejor este señor se burló del Méxicano y ya vio fue mejor bravo poreso nunca hay que burlarse de las personas,ríe último ríe mejor señor burló méxicano vio mejor bravo poreso nunca burlars persona,es
@carltoncrumby1025,2024-04-02T14:42:10Z,1,lol 😂😂😂😂,True,lol ,lol,es
@CristianBarbershop,2024-04-02T14:30:36Z,0,Que grandeeee cruz!!!! Todo un ejemplo 🙌🏾,True,Que grandeeee cruz!!!! Todo un ejemplo ,grandeee cruz ejemplo,es
@blackstoneax5893,2024-04-02T14:22:37Z,0,Se lo dejan 5 seg7ndos mas y lo mata,True,Se lo dejan 5 seg7ndos mas y lo mata,dejan 5 seg7ndo ma mata,es
@ferminsanchez_elalcaldedea4110,2024-04-02T13:20:03Z,0,Cubano boxeador de Miami ja ja ja la carne de puerco lo tiene loco y las reguetoneras esta inflado siempre dije que era una chata total de quinta categoria el aguador del boxing gim,True,Cubano boxeador de Miami ja ja ja la carne de puerco lo tiene loco y las reguetoneras esta inflado siempre dije que era una chata total de quinta categoria el aguador del boxing gim,cubano boxeador miami ja ja ja carn puerco loco reguetonera inflado siempr dije chata total quinta categoria aguador box gim,es
@ferminsanchez_elalcaldedea4110,2024-04-02T13:17:09Z,0,Romero inflador,True,Romero inflador,romero inflador,es
@Yosoyyurii,2024-04-02T13:15:10Z,0,Me imagino que en su mente decía “tómala por burlarte de mi perro “ 👊🏼👊🏼,True,Me imagino que en su mente decía “tómala por burlarte de mi perro “ ,imagino ment decía tómala burlart perro,es
@jorgetovar2281,2024-04-02T13:14:44Z,2,Fue hermoso como el Pitbull puso a bailar a Rolly en el round 1 🔥 💃,True,Fue hermoso como el Pitbull puso a bailar a Rolly en el round 1  ,hermoso pitbul puso bailar rolli round 1,es
@HeyTonyLoquilloTrillo,2024-04-02T08:04:53Z,0,"El representa el box mexicano, no el ridículo del Canelo!.",True,"El representa el box mexicano, no el ridículo del Canelo!.",representa box mexicano ridículo canelo,es
@pantherbarker5692,2024-04-02T07:29:53Z,1,El Pitbull Si es un verdadero campeón mexicano 💖🇲🇽✌🏼😎✌🏼🇲🇽💖,True,El Pitbull Si es un verdadero campeón mexicano ✌✌,pitbul si verdadero campeón mexicano,es
@chupibarber1616,2024-04-02T06:22:20Z,0,Pa que siga en la movie 🎥 el pescabicho,True,Pa que siga en la movie  el pescabicho,pa siga movi pescabicho,es
@teresasotosoto2486,2024-04-02T05:52:57Z,0,Ese un campion con todas las palabras.,True,Ese un campion con todas las palabras.,campion toda palabra,es
@trapbeatsceo,2024-04-02T05:28:37Z,0,Este si es cabron  💪,True,Este si es cabron  ,si cabron,es
@josem9373,2024-04-02T04:54:58Z,1,Sabe quien sea Romero 😂😂😂😂,True,Sabe quien sea Romero ,sabe romero,es
@manuelbolis1527,2024-04-02T04:49:43Z,2,Round 1 rollie parecia estar tirandose un pasito de baile estilo cantinflas,True,Round 1 rollie parecia estar tirandose un pasito de baile estilo cantinflas,round 1 rolli parecia tirandos pasito bail estilo cantinfla,es
@user-ow5wv9ct3y,2024-04-02T04:19:43Z,0,A eso le temían por eso a los guerreros jaguar cuando eran niños les cortaban el pulgar para que  no pudiera usar su arma pero muchos sobrevivieron y están cómo los Aguilas vigilando,True,A eso le temían por eso a los guerreros jaguar cuando eran niños les cortaban el pulgar para que  no pudiera usar su arma pero muchos sobrevivieron y están cómo los Aguilas vigilando,temían guerrero jaguar niño cortaban pulgar pudiera usar arma sobrevivieron cómo aguila vigilando,es
@desmadroso28,2024-04-02T04:05:42Z,0,Romero ha perfeccionado el antiguo arte de quedarse ahí parado.,True,Romero ha perfeccionado el antiguo arte de quedarse ahí parado.,romero perfeccionado antiguo art quedars ahí parado,es
@user-gr6hz3cp3k,2024-04-02T03:48:20Z,0,"Jamás apuesto en mi vida pero en su siguiente pelea le voy a apostar 5 mil varos
Ese cabron es imparable",True,"Jamás apuesto en mi vida pero en su siguiente pelea le voy a apostar 5 mil varos
Ese cabron es imparable",jamá apuesto vida siguient pelea voy apostar 5 mil varo cabron impar,es
@michaela.b8885,2024-04-02T03:47:21Z,0,Jajaja nmmms tanto que hablo pa que perdiera bien rapido,True,Jajaja nmmms tanto que hablo pa que perdiera bien rapido,jajaja nmmm hablo pa perdiera bien rapido,es
