author,updated_at,like_count,text,public,cleaned_text,review_txt,language
@dannggg,2024-04-15T01:47:38Z,0,Thumbnail has me dead,True,Thumbnail has me dead,thumbnail dead,en
@P71ScrewHead,2024-04-14T22:40:59Z,0,"Even Chihuahuas get their respect.. I had 2, i know them lil dogs are fearless n back down to no one.. i guess Pitbull Cruz let the inner Chihuahua in him loose, absolutely beat him nasty..lol",True,"Even Chihuahuas get their respect.. I had 2, i know them lil dogs are fearless n back down to no one.. i guess Pitbull Cruz let the inner Chihuahua in him loose, absolutely beat him nasty..lol",even chihuahua get respect 2 know lil dog fearless n back one guess pitbul cruz let inner chihuahua loos absolut beat nastylol,en
@FruscianteRamone,2024-04-14T21:02:26Z,0,I want to see cruz VS tank again!,True,I want to see cruz VS tank again!,want see cruz v tank,en
@AngelRosariorivera-sb4dg,2024-04-14T20:56:21Z,0,My son Is 5 AND he know that pit  Bill Will won the fight,True,My son Is 5 AND he know that pit  Bill Will won the fight,son 5 know pit bill fight,en
@bunaldiaries6418,2024-04-14T20:52:14Z,0,Bum ass Rolly needs to hang them gloves up. He doesn't have it anymore. Call it a career Rolly you ain't shit.,True,Bum ass Rolly needs to hang them gloves up. He doesn't have it anymore. Call it a career Rolly you ain't shit.,bum as rolli need hang glove doesnt anymor call career rolli aint shit,en
@berntbishop5098,2024-04-14T19:41:45Z,0,Cruse is absolutely incredibly beatdown boxer. Time for a rematch between him n Tank. He has earned the right.,True,Cruse is absolutely incredibly beatdown boxer. Time for a rematch between him n Tank. He has earned the right.,cruse absolut incred beatdown boxer time rematch n tank earn right,en
@TheSakufighter,2024-04-14T18:48:18Z,0,Ref jumped in way too quick.,True,Ref jumped in way too quick.,ref jump way quick,en
@JDeuce1,2024-04-14T18:46:14Z,0,Romero Is all talks 😅😅 Alwayz Getting his ass beat,True,Romero Is all talks  Alwayz Getting his ass beat,romero talk alwayz get as beat,en
@MrAfiq74,2024-04-14T17:40:27Z,0,Cruz is another level man,True,Cruz is another level man,cruz anoth level man,en
@DanHunterSportsWriter,2024-04-14T16:50:58Z,0,Isaac Cruz fights like a prime Mike Tyson!!,True,Isaac Cruz fights like a prime Mike Tyson!!,isaac cruz fight like prime mike tyson,en
@TinoMakuyana,2024-04-14T04:57:12Z,0,Wow this romero is not boxer he is just lucky to be getting such big paying bouts,True,Wow this romero is not boxer he is just lucky to be getting such big paying bouts,wow romero boxer lucki get big pay bout,en
@jonnycashh3876,2024-04-14T04:29:55Z,0,Rolly a troll boxer….Jake Paul should fight him 🤭🤭,True,Rolly a troll boxer….Jake Paul should fight him 🤭🤭,rolli troll boxer jake paul fight,en
@donnellpool6239,2024-04-14T03:57:36Z,0,At the end of the fight interviewing Rolly he reminded me of Daffy duck singing Mary had another lamb just like Rolly talking about going to Disneyland,True,At the end of the fight interviewing Rolly he reminded me of Daffy duck singing Mary had another lamb just like Rolly talking about going to Disneyland,end fight interview rolli remind daffi duck sing mari anoth lamb like rolli talk go disneyland,en
@lavery0365,2024-04-14T02:40:03Z,0,Ass whooping well deserved..... BING BANG BOOM 💥!,True,Ass whooping well deserved..... BING BANG BOOM !,as whoop well deserv bing bang boom,en
@marcobermudez1423,2024-04-13T23:49:47Z,0,When out boxed goes wrong,True,When out boxed goes wrong,box go wrong,en
@listonloveless4672,2024-04-13T20:46:31Z,0,They should have been stopped this fight,True,They should have been stopped this fight,stop fight,en
@GaryBonnell-tl1jp,2024-04-13T15:37:11Z,0,After the nut whipping that senior citizen put on rolly i don't have a clue how anyone thought rolly had a chance and i know yank doesn't want a rematch the pitbull has gotten better,True,After the nut whipping that senior citizen put on rolly i don't have a clue how anyone thought rolly had a chance and i know yank doesn't want a rematch the pitbull has gotten better,nut whip senior citizen put rolli dont clue anyon thought rolli chanc know yank doesnt want rematch pitbul gotten better,en
@drettydre149,2024-04-13T14:27:24Z,0,Issac Cruz is a main event PPV fighter,True,Issac Cruz is a main event PPV fighter,issac cruz main event ppv fighter,en
@nm-ix7dz,2024-04-13T13:16:06Z,0,Why Rolly Box😅😅,True,Why Rolly Box,rolli box,en
@Henrix557,2024-04-13T12:06:25Z,0,Congratulations Isaac Pitbull Cruz..Your fan from the Philippines,True,Congratulations Isaac Pitbull Cruz..Your fan from the Philippines,congratul isaac pitbul cruzyour fan philippin,en
@michaelmorrondoz3473,2024-04-13T11:44:19Z,0,pitbull vs matias next fight..,True,pitbull vs matias next fight..,pitbul v matia next fight,en
@OnlineSafety-ng7et,2024-04-13T10:00:13Z,0,Rolly should give Tarver a chance to train him.  Switch up time!!!,True,Rolly should give Tarver a chance to train him.  Switch up time!!!,rolli give tarver chanc train switch time,en
@akolngito,2024-04-13T06:08:26Z,1,It looks like he was cross breed of mexican and Filipino boxer,True,It looks like he was cross breed of mexican and Filipino boxer,look like cross breed mexican filipino boxer,en
@bigpradadawg6272,2024-04-13T03:14:43Z,0,Shit on,True,Shit on,shit,en
@hectorgomez9401,2024-04-13T00:09:42Z,0,Now that's a real pitbull!!!! thank God the ref save that boy's life 😂,True,Now that's a real pitbull!!!! thank God the ref save that boy's life ,that real pitbul thank god ref save boy life,en
@fishingcatchandcookkayaki9837,2024-04-12T22:20:11Z,0,Did he give him the chain ??,True,Did he give him the chain ??,give chain,en
@user-sl7hq5sr5c,2024-04-12T21:11:46Z,0,If someone made a t shirt of the thumbnail..... I'd buy 😂,True,If someone made a t shirt of the thumbnail..... I'd buy ,someon made shirt thumbnail id buy,en
@carlaparks1881,2024-04-12T17:19:57Z,0,ROMERO GOT HIS ASS BEAT AND HE SHOULD LEARN FROM THIS FIGHTER CRUZ SHOW NO RESPECT 😮😮😮,True,ROMERO GOT HIS ASS BEAT AND HE SHOULD LEARN FROM THIS FIGHTER CRUZ SHOW NO RESPECT ,romero got as beat learn fighter cruz show respect,en
@freyasworld5024,2024-04-12T15:39:53Z,0,"Rolly was getting Tuned up, but let the man go out on his shield dude",True,"Rolly was getting Tuned up, but let the man go out on his shield dude",rolli get tune let man go shield dude,en
@user-nk8dm7rj6h,2024-04-12T11:37:13Z,0,rolly needs to retire from boxing. its just not for him.  this fight was a clear reality check!,True,rolly needs to retire from boxing. its just not for him.  this fight was a clear reality check!,rolli need retir box fight clear realiti check,en
@DawitAtsbaha-vp2cn,2024-04-12T05:54:37Z,0,"ROLLY WAS A PROBLEM FOR TANK DAVIS !! BUT TANK BEAT THEM BOTH ,BUT DAVIS DON’T WANT NO REMATCH AFTER SEEING THIS 😂",True,"ROLLY WAS A PROBLEM FOR TANK DAVIS !! BUT TANK BEAT THEM BOTH ,BUT DAVIS DON’T WANT NO REMATCH AFTER SEEING THIS ",rolli problem tank davi tank beat davi want rematch see,en
@ilikevines,2024-04-12T05:21:53Z,0,"Rolly:
Great power
Average skill

Pitbull:
Great power
Great skill",True,"Rolly:
Great power
Average skill

Pitbull:
Great power
Great skill",rolli great power averag skill pitbul great power great skill,en
@danielprieto6885,2024-04-12T05:20:57Z,0,Release the full fight pks😢,True,Release the full fight pks,releas full fight pk,en
@Justhim60,2024-04-12T04:30:37Z,0,Rolls trash 😂,True,Rolls trash ,roll trash,en
@big_general1,2024-04-12T04:23:39Z,0,Man pitbull had rolly looking like drunk uncle 😂,True,Man pitbull had rolly looking like drunk uncle ,man pitbul rolli look like drunk uncl,en
@chadbaier2557,2024-04-12T01:00:56Z,0,Rolly got busted up,True,Rolly got busted up,rolli got bust,en
@archiearnobit,2024-04-12T00:45:55Z,0,Pitbull lesssss go!!!!! Keeps sleeping on cruz tthis what happens,True,Pitbull lesssss go!!!!! Keeps sleeping on cruz tthis what happens,pitbul le go keep sleep cruz tthi happen,en
@SkylineTwinSpoolysnail,2024-04-11T23:45:34Z,0,Mayne what?,True,Mayne what?,mayn,en
@Waltuhhhhh,2024-04-11T22:41:05Z,0,Na look at the pink lady from the rewind😂😂 0:51,True,Na look at the pink lady from the rewind 0:51,na look pink ladi rewind 051,en
@jimmytayoan1584,2024-04-11T19:44:23Z,0,Rematch with tank,True,Rematch with tank,rematch tank,en
@vitoaccettura2261,2024-04-11T19:37:14Z,1,Looks like Cruz wants that tank rematch,True,Looks like Cruz wants that tank rematch,look like cruz want tank rematch,en
@Back1pretzleout,2024-04-11T19:12:09Z,0,Does this dude always lose ?,True,Does this dude always lose ?,dude alway lose,en
@shaunrocksthecitytvshow4117,2024-04-11T18:48:27Z,1,Rolly have to start over from scratch new trainer that really wants to help him.   🤔🤔🤔💯💯,True,Rolly have to start over from scratch new trainer that really wants to help him.   🤔🤔🤔,rolli start scratch new trainer realli want help,en
@zb3485,2024-04-11T17:37:20Z,0,poor rolly...love the trashtalk he brings tho,True,poor rolly...love the trashtalk he brings tho,poor rollylov trashtalk bring tho,en
@sakutasu,2024-04-11T11:37:35Z,0,"Shit talking Romero , Got his ass kicked .",True,"Shit talking Romero , Got his ass kicked .",shit talk romero got as kick,en
@demoone1518,2024-04-11T06:03:49Z,0,U gotta admit tank is a scared person . He makes his roots look bad by saying no to the tematch if hes so good cmon porve it wuatation marks tank,True,U gotta admit tank is a scared person . He makes his roots look bad by saying no to the tematch if hes so good cmon porve it wuatation marks tank,u gotta admit tank scare person make root look bad say tematch he good cmon porv wuatat mark tank,en
@lulrico60,2024-04-11T05:35:34Z,0,Hahahaahahahahahhaua where are all these pit bull haters now ?,True,Hahahaahahahahahhaua where are all these pit bull haters now ?,hahahaahahahahahhaua pit bull hater,en
@alexc.3032,2024-04-11T04:07:32Z,0,We work hard and eat better than any other race and we don’t talk shit bro we back it up,True,We work hard and eat better than any other race and we don’t talk shit bro we back it up,work hard eat better race talk shit bro back,en
@stevechin4262,2024-04-11T03:50:05Z,0,Two of them are trash zzz what I just watch,True,Two of them are trash zzz what I just watch,two trash zzz watch,en
@TheCivicsiep3,2024-04-11T01:35:25Z,0,to be fair to rolly for all the punches to the head he took the man stayed on his feet. i mean these arent light shots these would knock most anyone clean out and this mans head getting dribbled like a basketball with power shots. its not wonder rolly talk like hes handicapped,True,to be fair to rolly for all the punches to the head he took the man stayed on his feet. i mean these arent light shots these would knock most anyone clean out and this mans head getting dribbled like a basketball with power shots. its not wonder rolly talk like hes handicapped,fair rolli punch head took man stay foot mean arent light shot would knock anyon clean man head get dribbl like basketbal power shot wonder rolli talk like he handicap,en
@mbkyoungan4848,2024-04-11T01:33:02Z,0,Beat the fuck out that boy😂😂😂,True,Beat the fuck out that boy,beat fuck boy,en
@Writingonthewall-mx3fi,2024-04-11T00:49:55Z,0,"Rolly doesn’t have the IQ to defeat A fighters, he’s dumb as a rock,",True,"Rolly doesn’t have the IQ to defeat A fighters, he’s dumb as a rock,",rolli iq defeat fighter dumb rock,en
@AgustinBacud-mz1dp,2024-04-10T21:24:14Z,0,ito ang tunay na monster walang pinipiling kalaban...this man is a real monster all of boxer to fight him not it like the other boxer to fight he choice..,True,ito ang tunay na monster walang pinipiling kalaban...this man is a real monster all of boxer to fight him not it like the other boxer to fight he choice..,ito ang tunay na monster walang pinipil kalabanthi man real monster boxer fight like boxer fight choic,en
@otto3967,2024-04-10T20:08:02Z,0,"It's funny how some fighters gives that intimidating stares and gets beat up, LOL!",True,"It's funny how some fighters gives that intimidating stares and gets beat up, LOL!",funni fighter give intimid stare get beat lol,en
@thegloreferee1588,2024-04-10T19:57:38Z,0,Everytime I see Rolly he getting man handled in the ring,True,Everytime I see Rolly he getting man handled in the ring,everytim see rolli get man handl ring,en
@morristyson1,2024-04-10T19:46:09Z,0,Fall of Rolly,True,Fall of Rolly,fall rolli,en
@blluecifer1463,2024-04-10T19:20:42Z,0,Never will do tank that way,True,Never will do tank that way,never tank way,en
@ArchGaming-jg3no,2024-04-10T18:31:42Z,0,Fight of the year or trash talk gone wrong?😅,True,Fight of the year or trash talk gone wrong?,fight year trash talk gone wrong,en
@ChadUnderwood-pj9nb,2024-04-10T15:44:52Z,0,Rolly ain't no boxer 😂😂😂 tank sparked him rolly isn't that good at all he is a bum his career is over he won't get no more big fights unless they feeding him to a new up and coming guy😂😂😂,True,Rolly ain't no boxer  tank sparked him rolly isn't that good at all he is a bum his career is over he won't get no more big fights unless they feeding him to a new up and coming guy,rolli aint boxer tank spark rolli isnt good bum career wont get big fight unless feed new come guy,en
@shakurzaheer9190,2024-04-10T07:18:44Z,4,I see why Tank Davis don't wanna give a rematch.,True,I see why Tank Davis don't wanna give a rematch.,see tank davi dont wanna give rematch,en
@gilmarcia6101,2024-04-10T06:39:22Z,0,Rematch davis🤜🤛,True,Rematch davis🤜🤛,rematch davi,en
@jonathanikeda8727,2024-04-10T06:12:59Z,0,"Rolly did learn the lesson hard way. Never make any funny of his opponent with insults or mocked words before the fight. Pitbull beat him mercilessly and terribly. In other words, he is killing him.",True,"Rolly did learn the lesson hard way. Never make any funny of his opponent with insults or mocked words before the fight. Pitbull beat him mercilessly and terribly. In other words, he is killing him.",rolli learn lesson hard way never make funni oppon insult mock word fight pitbul beat mercilessli terribl word kill,en
@jordanfromthehill3261,2024-04-10T02:42:45Z,0,"Bruh so nobody gone talk about that overhand...
Ppl rarely throw that",True,"Bruh so nobody gone talk about that overhand...
Ppl rarely throw that",bruh nobodi gone talk overhand ppl rare throw,en
@1536331,2024-04-10T02:32:35Z,2,Cheers to the reff who saved that mans life,True,Cheers to the reff who saved that mans life,cheer reff save man life,en
@bigaceboogiewoogie1928,2024-04-10T01:23:26Z,0,Somebody get lil Stevie J 🤣🤣🤣. Him and dem lil gold boots forever skating across a ring.,True,Somebody get lil Stevie J 🤣🤣🤣. Him and dem lil gold boots forever skating across a ring.,somebodi get lil stevi j dem lil gold boot forev skate across ring,en
@georgepassi9706,2024-04-09T23:53:07Z,0,Ahahahaha keep talkin shit rolly your nxt fight ur going down 😂,True,Ahahahaha keep talkin shit rolly your nxt fight ur going down ,ahahahaha keep talkin shit rolli nxt fight ur go,en
@A62119,2024-04-09T21:47:50Z,0,":30 rolly hits Cruz(can’t tell if not from the angle), then catches his punch and pulls himself?",True,":30 rolly hits Cruz(can’t tell if not from the angle), then catches his punch and pulls himself?",30 rolli hit cruzcan tell angl catch punch pull,en
@abe.officialsyt5355,2024-04-09T21:11:28Z,0,Couldn’t do this to tank😂,True,Couldn’t do this to tank,tank,en
@azaleasamanthatenajeros6010,2024-04-09T19:22:45Z,0,😂😂😂😂😂😂romero😂😂😂😂😂😂😂😂😂😂😂😂even my 5 year old son can beat him😂😂😂😂😂😂😂😂😂😂😂😂😂bwaa haha,True,romeroeven my 5 year old son can beat himbwaa haha,romeroeven 5 year old son beat himbwaa haha,en
@Mari-gf4fw,2024-04-09T17:44:05Z,1,"This is ain highlights , it’s the whole package 😂",True,"This is ain highlights , it’s the whole package ",highlight whole packag,en
@CliffHuxtableSweater,2024-04-09T17:31:32Z,1,After watchin Cruz fight getvonta I wouldntve wanted no part a cruz😂 Rolly need to retire and do commentary like paulie mag.,True,After watchin Cruz fight getvonta I wouldntve wanted no part a cruz Rolly need to retire and do commentary like paulie mag.,watchin cruz fight getvonta wouldntv want part cruz rolli need retir commentari like pauli mag,en
@jahwest4479,2024-04-09T16:26:20Z,0,"Rolly is Trash, he shouldn’t even step in the ring again",True,"Rolly is Trash, he shouldn’t even step in the ring again",rolli trash even step ring,en
@St.Chriztopher,2024-04-09T16:14:28Z,0,Rolly should've taken a knee to regroup...,True,Rolly should've taken a knee to regroup...,rolli shouldv taken knee regroup,en
@lamar8847,2024-04-09T15:58:01Z,1,"Rolly lacks the mental sharpness of a fighter. He fights like he has very little technique. It helped against lower level opponents, but not top contenders. Rolly is tough.😊",True,"Rolly lacks the mental sharpness of a fighter. He fights like he has very little technique. It helped against lower level opponents, but not top contenders. Rolly is tough.",rolli lack mental sharp fighter fight like littl techniqu help lower level oppon top contend rolli tough,en
@lamar8847,2024-04-09T15:54:35Z,1,It was easy for Pitbull to just walk in because Rolly did not throw ONE EFFECTIVE JAB during the whole fight. Where is his trainer?😮,True,It was easy for Pitbull to just walk in because Rolly did not throw ONE EFFECTIVE JAB during the whole fight. Where is his trainer?,easi pitbul walk rolli throw one effect jab whole fight trainer,en
@cvscacentral6011,2024-04-09T15:43:44Z,1,How is Romero a pro boxer???,True,How is Romero a pro boxer???,romero pro boxer,en
@vinegum8835,2024-04-09T14:27:38Z,0,"I have seen the pre clip of Romero before fighting....
What's get's me is the way he acts as a superstar... 
Confident and tall on himself, as you should be before a fight, but this is a massive diva f'''up along with his trainers and promotors..
Or is it?...... The money always win...",True,"I have seen the pre clip of Romero before fighting....
What's get's me is the way he acts as a superstar... 
Confident and tall on himself, as you should be before a fight, but this is a massive diva f'''up along with his trainers and promotors..
Or is it?...... The money always win...",seen pre clip romero fight what get way act superstar confid tall fight massiv diva fup along trainer promotor money alway win,en
@PrasanthkumarKumar,2024-04-09T13:11:08Z,2,Want rematch tank vs pitbul,True,Want rematch tank vs pitbul,want rematch tank v pitbul,en
@JhonSins-gr7os,2024-04-09T11:10:48Z,0,Congrats roland abante a.k.a bunot,True,Congrats roland abante a.k.a bunot,congrat roland abant aka bunot,en
@fero42,2024-04-09T10:58:26Z,0,"The referee made a lot of mistakes or she did it on purpose, she did not count for 10 seconds, she received the second punch, and she went backwards",True,"The referee made a lot of mistakes or she did it on purpose, she did not count for 10 seconds, she received the second punch, and she went backwards",refere made lot mistak purpos count 10 second receiv second punch went backward,en
@shiloistone3453,2024-04-09T07:54:19Z,0,Cruz keeps his hands nice and tight… him and gervonta definetely need a rematch,True,Cruz keeps his hands nice and tight… him and gervonta definetely need a rematch,cruz keep hand nice tight gervonta definet need rematch,en
@fongbrandon,2024-04-09T06:41:23Z,0,This has to be up with Maidana vs Broner. A KO that never gets old now matter how many times I watch.,True,This has to be up with Maidana vs Broner. A KO that never gets old now matter how many times I watch.,maidana v broner ko never get old matter mani time watch,en
@reggiewhiteuncensored9825,2024-04-09T05:20:00Z,0,Romero is trash! All talk..,True,Romero is trash! All talk..,romero trash talk,en
@hoycali7396,2024-04-09T04:00:59Z,0,Mexican Golovkin 😮,True,Mexican Golovkin ,mexican golovkin,en
@RBmaestroBuilders,2024-04-09T03:09:34Z,0,Tacos & beers… breakfast of champions 👊🏽🤠,True,Tacos & beers… breakfast of champions 🤠,taco beer breakfast champion,en
@Lawrence437,2024-04-09T03:00:38Z,1,PItbull ate up that Cuban sandwhich 🤣🤣🤣,True,PItbull ate up that Cuban sandwhich 🤣🤣🤣,pitbul ate cuban sandwhich,en
@kkaddy,2024-04-09T02:18:30Z,0,Not 1 single highlight from Rollie 😂,True,Not 1 single highlight from Rollie ,1 singl highlight rolli,en
@gs22kaiser1,2024-04-08T20:50:23Z,1,"Mexicana boxers have to fight in the ring against the judges, referee and the opponent. Son más rateros que el presidente municipal de mi pueblo.",True,"Mexicana boxers have to fight in the ring against the judges, referee and the opponent. Son más rateros que el presidente municipal de mi pueblo.",mexicana boxer fight ring judg refere oppon son má ratero que el president municip de mi pueblo,en
@tnhezi331,2024-04-08T20:34:56Z,0,One of the best fights i have ever seen,True,One of the best fights i have ever seen,one best fight ever seen,en
@antitrollingagency,2024-04-08T20:00:08Z,1,Both are trash,True,Both are trash,trash,en
@MizzTanzy1420,2024-04-08T18:46:32Z,0,I've never seen this dude have a good fight. smh,True,I've never seen this dude have a good fight. smh,ive never seen dude good fight smh,en
@jonathanikeda8727,2024-04-08T18:40:26Z,1,Pitbull Cruz is fighting like Mike Tyson. He knows nothing about fear. He is a dangerous fighter.,True,Pitbull Cruz is fighting like Mike Tyson. He knows nothing about fear. He is a dangerous fighter.,pitbul cruz fight like mike tyson know noth fear danger fighter,en
@Crnxzo,2024-04-08T17:57:54Z,0,same left every time he doesn’t learn doesn’t he,True,same left every time he doesn’t learn doesn’t he,left everi time learn,en
@dioesilalahi2625,2024-04-08T17:03:28Z,0,Crazy fightt🎉,True,Crazy fightt,crazi fightt,en
@Lovegun.,2024-04-08T15:23:39Z,0,Cruz vs Tank 2. The only fight im intersted to see Tank fight. But of course hes fighing another nobody whos fought nobody.,True,Cruz vs Tank 2. The only fight im intersted to see Tank fight. But of course hes fighing another nobody whos fought nobody.,cruz v tank 2 fight im interst see tank fight cours he figh anoth nobodi who fought nobodi,en
@throbbingwiener6218,2024-04-08T15:23:18Z,0,Goddamn all those punches looks solid af,True,Goddamn all those punches looks solid af,goddamn punch look solid af,en
@jeremycirilo4648,2024-04-08T15:22:23Z,0,I thought this dude was really fighting Mr world wide lol,True,I thought this dude was really fighting Mr world wide lol,thought dude realli fight mr world wide lol,en
@Lovegun.,2024-04-08T15:21:42Z,3,Only one outcome was gonna happen. Cruz is one of the few legit old school fighters that just gets in the ring and tries to bulldoze his opponent. Big fan of that guy. One of the few modern fighters I actually like and enjoy watching. Gives it 100% everytime. Great style too. Exciting.,True,Only one outcome was gonna happen. Cruz is one of the few legit old school fighters that just gets in the ring and tries to bulldoze his opponent. Big fan of that guy. One of the few modern fighters I actually like and enjoy watching. Gives it 100% everytime. Great style too. Exciting.,one outcom gonna happen cruz one legit old school fighter get ring tri bulldoz oppon big fan guy one modern fighter actual like enjoy watch give 100 everytim great style excit,en
@copperdew5399,2024-04-08T14:48:08Z,0,Pitbull saying Hi to Tank Davis. Give em the rematch.,True,Pitbull saying Hi to Tank Davis. Give em the rematch.,pitbul say hi tank davi give em rematch,en
@GioMontse,2024-04-08T14:23:49Z,1,They should hold corrupt judges accountable and imprison them i heard cards were against cruz at the end what a shame,True,They should hold corrupt judges accountable and imprison them i heard cards were against cruz at the end what a shame,hold corrupt judg account imprison heard card cruz end shame,en
@brummy0,2024-04-08T14:07:38Z,0,Can’t see Cruz beating any of the top fighters his foot work isn’t very good any boxer with good fight IQ we’ll walk over Cruz his only got a couple of thinks going for him he can take a punch an he comes forward it not going to get him very far against the top five he we’ll get stopped pretty quickly.,True,Can’t see Cruz beating any of the top fighters his foot work isn’t very good any boxer with good fight IQ we’ll walk over Cruz his only got a couple of thinks going for him he can take a punch an he comes forward it not going to get him very far against the top five he we’ll get stopped pretty quickly.,see cruz beat top fighter foot work good boxer good fight iq walk cruz got coupl think go take punch come forward go get far top five get stop pretti quickli,en
@guywhosellsvapes4595,2024-04-08T13:31:23Z,0,Cruz is still gonna duck his fights against his mandatories.,True,Cruz is still gonna duck his fights against his mandatories.,cruz still gonna duck fight mandatori,en
@hughjasol660,2024-04-08T12:40:22Z,0,This is boxing correct? Quick stoppage by the ref. Not even one knockdown🙄,True,This is boxing correct? Quick stoppage by the ref. Not even one knockdown,box correct quick stoppag ref even one knockdown,en
@jasminesegovia7701,2024-04-08T11:57:01Z,0,Very nice this is my favorite dad,True,Very nice this is my favorite dad,nice favorit dad,en
@unclipz2057,2024-04-08T10:33:00Z,0,"This fight
 getting alot of attention 😯",True,"This fight
 getting alot of attention ",fight get alot attent,en
@lordt7945,2024-04-08T09:23:00Z,0,O dear rolling around on wheels 😂😂😂😂😂,True,O dear rolling around on wheels ,dear roll around wheel,en
@achumouzamaki6445,2024-04-08T09:04:00Z,0,hahahaha Romero is a funny dude .The thing is that Romero will still think that he fought than cruz,True,hahahaha Romero is a funny dude .The thing is that Romero will still think that he fought than cruz,hahahaha romero funni dude thing romero still think fought cruz,en
@pistos5253,2024-04-08T08:39:17Z,1,People with Down syndrome are allowed to compete in boxing??,True,People with Down syndrome are allowed to compete in boxing??,peopl syndrom allow compet box,en
@kncthesecond9479,2024-04-08T07:53:02Z,0,Fcken I should’ve bet on this I already knew Cruz was taking the W,True,Fcken I should’ve bet on this I already knew Cruz was taking the W,fcken bet alreadi knew cruz take w,en
@steffenrasmussen8322,2024-04-08T07:27:09Z,0,"Cruz vs Haney, would be tailormade for Cruz 🔥",True,"Cruz vs Haney, would be tailormade for Cruz ",cruz v haney would tailormad cruz,en
@joeymedina7115,2024-04-08T07:00:16Z,1,lets not forget pitbull was robbed against tank,True,lets not forget pitbull was robbed against tank,let forget pitbul rob tank,en
@caesars.3261,2024-04-08T06:47:59Z,0,I’ve been a fan of Cruz ever since he fought Tank and got robbed by him. I saw the full fight and Tank got so lucky. Ever since that fight I noticed Pitbull Cruz wanted to end his next fights by KO as fast as possible. That way the judges can’t rob him no more. I can’t wait for him to gain his revenge 🔥🔥🤩,True,I’ve been a fan of Cruz ever since he fought Tank and got robbed by him. I saw the full fight and Tank got so lucky. Ever since that fight I noticed Pitbull Cruz wanted to end his next fights by KO as fast as possible. That way the judges can’t rob him no more. I can’t wait for him to gain his revenge 🤩,fan cruz ever sinc fought tank got rob saw full fight tank got lucki ever sinc fight notic pitbul cruz want end next fight ko fast possibl way judg rob wait gain reveng,en
@dbowhype348,2024-04-08T05:27:06Z,0,"For those who love Premier Boxing Champions, the cryptocurrency $YGG [YGG Coin] is going UP right NOW and could have LIMITLESS money for all people here RIGHT NOW!",True,"For those who love Premier Boxing Champions, the cryptocurrency $YGG [YGG Coin] is going UP right NOW and could have LIMITLESS money for all people here RIGHT NOW!",love premier box champion cryptocurr ygg ygg coin go right could limitless money peopl right,en
@sassiferkweefus1327,2024-04-08T05:04:43Z,0,Had that boy runnin all fight 😭😭😭😭😭😭😭😭😭😭 I’d sit down after that one,True,Had that boy runnin all fight  I’d sit down after that one,boy runnin fight sit one,en
@EduardoHernandez-di8kl,2024-04-08T04:45:58Z,0,❤ love it 😊nice work!!👏🏻👍,True,❤ love it nice work!!,love nice work,en
@JefferyJohnson-od1mm,2024-04-08T04:29:21Z,0,Rollie is one of the worst boxing in business 😢😢,True,Rollie is one of the worst boxing in business ,rolli one worst box busi,en
@user-ss4rf7mp2l,2024-04-08T03:10:55Z,0,Rolley got rolled 😂😂💪💪 well done Pitbull,True,Rolley got rolled  well done Pitbull,rolley got roll well done pitbul,en
@lakersin556,2024-04-08T02:49:50Z,0,He never recovered after getting hit by a Tank. (Davis),True,He never recovered after getting hit by a Tank. (Davis),never recov get hit tank davi,en
@circleoffadz6975,2024-04-08T02:47:17Z,0,Good luck davis !!!,True,Good luck davis !!!,good luck davi,en
@Darkpanther18Ell,2024-04-08T02:36:54Z,1,This guy is a legend already every punch is dealt with the intention to hurt and he just has that never say die attitude love it,True,This guy is a legend already every punch is dealt with the intention to hurt and he just has that never say die attitude love it,guy legend alreadi everi punch dealt intent hurt never say die attitud love,en
@efrengrullon7347,2024-04-08T01:26:00Z,0,Maybe he learned how to be humble. Got his ass whoops,True,Maybe he learned how to be humble. Got his ass whoops,mayb learn humbl got as whoop,en
@Roadrunner65553,2024-04-08T01:01:15Z,0,Wow. Rolly really got beat up. He had ZERO counter left hook.,True,Wow. Rolly really got beat up. He had ZERO counter left hook.,wow rolli realli got beat zero counter left hook,en
@dannyr9842,2024-04-08T00:40:08Z,0,"The bad news is Rolly lost his WBA title belt.
The good news is he'll be getting the construction utility belt once worn by the construction worker of THE VILLAGE PEOPLE  !😅",True,"The bad news is Rolly lost his WBA title belt.
The good news is he'll be getting the construction utility belt once worn by the construction worker of THE VILLAGE PEOPLE  !",bad news rolli lost wba titl belt good news hell get construct util belt worn construct worker villag peopl,en
@humanspiderdotcom,2024-04-08T00:32:00Z,0,"My top Mexican Sports hero.
1.Dela Hoya
2.Checo Perez
3. Pitbull Cruz

Congratz pitbull from Philippines.",True,"My top Mexican Sports hero.
1.Dela Hoya
2.Checo Perez
3. Pitbull Cruz

Congratz pitbull from Philippines.",top mexican sport hero 1dela hoya 2checo perez 3 pitbul cruz congratz pitbul philippin,en
@VincentBianchi,2024-04-07T23:57:35Z,0,What a fucking weapon of destruction,True,What a fucking weapon of destruction,fuck weapon destruct,en
@richardbillote7403,2024-04-07T23:37:22Z,0,Shit Romero is like a breakfast to isaan his punch is like mike Tyson,True,Shit Romero is like a breakfast to isaan his punch is like mike Tyson,shit romero like breakfast isaan punch like mike tyson,en
