author,updated_at,like_count,text,public,cleaned_text,review_txt,language
@gabevalen4919,2024-03-31T23:55:33Z,0,Aw I’d still watch him …if he would’ve had to gain weight instead of losing it he would of won… sometimes when you underestimate you lose but given a rematch and not underestimating again will make you determined as heck and study pit bulls style so next time you’re winning for sure because pit bull will underestimate you next time even with all that head tripping crap of being called a underdog really Rolly was the main reason people wanted to watch he’s a great show man despite everything else going now pit bull has a strong following now but really Rolly like Mc Gregor people will tune in to watch him .. get that rematch after Ryan knocks pit bull out,True,Aw I’d still watch him …if he would’ve had to gain weight instead of losing it he would of won… sometimes when you underestimate you lose but given a rematch and not underestimating again will make you determined as heck and study pit bulls style so next time you’re winning for sure because pit bull will underestimate you next time even with all that head tripping crap of being called a underdog really Rolly was the main reason people wanted to watch he’s a great show man despite everything else going now pit bull has a strong following now but really Rolly like Mc Gregor people will tune in to watch him .. get that rematch after Ryan knocks pit bull out,aw still watch would gain weight instead lose would sometim underestim lose given rematch underestim make determin heck studi pit bull style next time win sure pit bull underestim next time even head trip crap call underdog realli rolli main reason peopl want watch great show man despit everyth els go pit bull strong follow realli rolli like mc gregor peopl tune watch get rematch ryan knock pit bull,en
@robertcharleshorn3600,2024-03-31T23:53:20Z,0,"For all of you guys that believe in rolly that go to show you that he was fighting nobody's and the two fights that he had with boxers that can fight that go to show you that all he has is power and he relies on that one punch and don't get me wrong if he hits you with it you're going out, but he can't box 🥊 at all he has no game plan, and if you have no game plan then you plan to lose, NOW I'M SO GLAD THAT ARROGANT MF'ER GOT HIS ASS KICKED CAUSE ALL HE DO IS TALK SHIT 💯 AND HIS LAST FIGHT AGAINST THE OLD MAN ROLLY LOST THAT FIGHT TOO AND HE IS DEFINITELY NOT WORTHY OF A CHAMPIONSHIP BELT, HELL HE NOT DESERVES A BELT TO HOLD YOUR PANTS UP WITH AND ALL THE TALKING HE DOES HE HAD VERY LITTLE TO SAY AT THE END, NOW LET'S SEE WHAT EXCUSE HE GONNA USE, I DON'T KNOW WHO HE THOUGHT HE WAS BUT NOW HE KNOWS WHO HE REALLY ARE AND IT'S DEFINITELY NOT A CHAMPIONSHIP FIGHTER",True,"For all of you guys that believe in rolly that go to show you that he was fighting nobody's and the two fights that he had with boxers that can fight that go to show you that all he has is power and he relies on that one punch and don't get me wrong if he hits you with it you're going out, but he can't box 🥊 at all he has no game plan, and if you have no game plan then you plan to lose, NOW I'M SO GLAD THAT ARROGANT MF'ER GOT HIS ASS KICKED CAUSE ALL HE DO IS TALK SHIT  AND HIS LAST FIGHT AGAINST THE OLD MAN ROLLY LOST THAT FIGHT TOO AND HE IS DEFINITELY NOT WORTHY OF A CHAMPIONSHIP BELT, HELL HE NOT DESERVES A BELT TO HOLD YOUR PANTS UP WITH AND ALL THE TALKING HE DOES HE HAD VERY LITTLE TO SAY AT THE END, NOW LET'S SEE WHAT EXCUSE HE GONNA USE, I DON'T KNOW WHO HE THOUGHT HE WAS BUT NOW HE KNOWS WHO HE REALLY ARE AND IT'S DEFINITELY NOT A CHAMPIONSHIP FIGHTER",guy believ rolli go show fight nobodi two fight boxer fight go show power reli one punch dont get wrong hit your go cant box game plan game plan plan lose im glad arrog mfer got as kick caus talk shit last fight old man rolli lost fight definit worthi championship belt hell deserv belt hold pant talk littl say end let see excus gonna use dont know thought know realli definit championship fighter,en
@anthonymiles6602,2024-03-31T23:52:52Z,0,😂😂😂😂😂😂 Rollies finished,True, Rollies finished,rolli finish,en
@user-sv2cq2ew8f,2024-03-31T23:52:05Z,0,He just needs to become a comedian,True,He just needs to become a comedian,need becom comedian,en
@ECO-AFRO,2024-03-31T23:51:48Z,0,'Fuss you're talking about? Cruz is a real carpenter who has spent years of arduous work to learn and perfect his craft; Romero is nothing but a leech that YouTube has fabricated  and overrated.,True,'Fuss you're talking about? Cruz is a real carpenter who has spent years of arduous work to learn and perfect his craft; Romero is nothing but a leech that YouTube has fabricated  and overrated.,fuss your talk cruz real carpent spent year arduou work learn perfect craft romero noth leech youtub fabric overr,en
@merchhd,2024-03-31T23:50:44Z,0,He can’t fw tank lol😅 tank will pound Cruz lol,True,He can’t fw tank lol tank will pound Cruz lol,fw tank lol tank pound cruz lol,en
@abc-gt4fc,2024-03-31T23:50:26Z,1,hella clickbait…. i expected to see mr. worldwide throwing hands smh,True,hella clickbait…. i expected to see mr. worldwide throwing hands smh,hella clickbait expect see mr worldwid throw hand smh,en
@blackhand805,2024-03-31T23:49:46Z,1,"Pitbull fucked him
Up",True,"Pitbull fucked him
Up",pitbul fuck,en
@trevonseaforth4883,2024-03-31T23:49:20Z,0,This is to show tank is fight C class fighters rolly can't box 🤮🤮🤮💯💯,True,This is to show tank is fight C class fighters rolly can't box 🤮🤮🤮,show tank fight c class fighter rolli cant box,en
@TheWizPatch,2024-03-31T23:48:53Z,0,Not gone lie u can’t beat someone wit no neck 🔥🔥🔥 pitbull played crazy first round no games he tired of the jokes he want that big fight,True,Not gone lie u can’t beat someone wit no neck  pitbull played crazy first round no games he tired of the jokes he want that big fight,gone lie u beat someon wit neck pitbul play crazi first round game tire joke want big fight,en
@aledartagnan,2024-03-31T23:48:43Z,0,Romero is a fake boxer..we all know that,True,Romero is a fake boxer..we all know that,romero fake boxerw know,en
@dariusmunoz4086,2024-03-31T23:48:01Z,0,Fuck rolly lets go pittbull 😂,True,Fuck rolly lets go pittbull ,fuck rolli let go pittbul,en
@Bennyandtheclippers,2024-03-31T23:47:38Z,0,I surprise the reff ain’t stop it round 1 😂,True,I surprise the reff ain’t stop it round 1 ,surpris reff stop round 1,en
@nraughmoobyaj8088,2024-03-31T23:47:38Z,0,"Man, Pitbull Cruz beat Rolly EASIER than I eat my burger.",True,"Man, Pitbull Cruz beat Rolly EASIER than I eat my burger.",man pitbul cruz beat rolli easier eat burger,en
@erickclaro2125,2024-03-31T23:47:25Z,0,😂😂😂Issac ‘cane corso” cruz from now on,True,Issac ‘cane corso” cruz from now on,issac cane corso cruz,en
@Bennyandtheclippers,2024-03-31T23:47:08Z,0,Glad I ain’t purchase this 😂😂😂,True,Glad I ain’t purchase this ,glad purchas,en
@rolandoflores7256,2024-03-31T23:47:04Z,0,This fight was pointless,True,This fight was pointless,fight pointless,en
@jorgebanuelos,2024-03-31T23:45:59Z,0,he called him a chihuaha now he knows why they call him pitbull cruz,True,he called him a chihuaha now he knows why they call him pitbull cruz,call chihuaha know call pitbul cruz,en
@morrisbailey1621,2024-03-31T23:45:53Z,0,Stop the wrestling momma mia stuff. I love this guy but he hypes the action when there is nothing going on.,True,Stop the wrestling momma mia stuff. I love this guy but he hypes the action when there is nothing going on.,stop wrestl momma mia stuff love guy hype action noth go,en
@anthonyroman-ct7mj,2024-03-31T23:45:12Z,0,Are you dumb Mexicans not one of our best fighters will see you later,True,Are you dumb Mexicans not one of our best fighters will see you later,dumb mexican one best fighter see later,en
@user-ge1sj5zp1q,2024-03-31T23:44:39Z,0,That was a good old fashion passionate ass whooping,True,That was a good old fashion passionate ass whooping,good old fashion passion as whoop,en
@zirhcotv5103,2024-03-31T23:42:17Z,1,"this a true champion,, unlike the monster of japan alaways keep on choosing opponents the he can beat..",True,"this a true champion,, unlike the monster of japan alaways keep on choosing opponents the he can beat..",true champion unlik monster japan alaway keep choos oppon beat,en
@stealingtomorrowband,2024-03-31T23:41:33Z,0,Seems like Rolly hasn't been the same since Davis...,True,Seems like Rolly hasn't been the same since Davis...,seem like rolli hasnt sinc davi,en
@1Abraz,2024-03-31T23:41:13Z,0,"Ref stopped it too early, wanted romero  to be knock out cold. Ref should be sacked",True,"Ref stopped it too early, wanted romero  to be knock out cold. Ref should be sacked",ref stop earli want romero knock cold ref sack,en
@elicantor5527,2024-03-31T23:40:40Z,0,Rolly don’t fight ever again. Go back to whatever you were doing before boxing.,True,Rolly don’t fight ever again. Go back to whatever you were doing before boxing.,rolli fight ever go back whatev box,en
@eliasbotello4951,2024-03-31T23:40:26Z,0,"Dela hoya 4th round knockout. By rolly molly it took pitbull 36 second to knock him out he was gone by 37 seven sec, Amazeing😳 power huevos  Mx.",True,"Dela hoya 4th round knockout. By rolly molly it took pitbull 36 second to knock him out he was gone by 37 seven sec, Amazeing power huevos  Mx.",dela hoya 4th round knockout rolli molli took pitbul 36 second knock gone 37 seven sec amaz power huevo mx,en
@ChrisPanza-xu6ut,2024-03-31T23:39:22Z,0,Shit Cruz beat tank- he is a beast,True,Shit Cruz beat tank- he is a beast,shit cruz beat tank beast,en
@everettgarland3259,2024-03-31T23:37:38Z,0,Rollie just become a movie actor bro,True,Rollie just become a movie actor bro,rolli becom movi actor bro,en
@justinisbell9482,2024-03-31T23:37:20Z,0,Has rolly won a fight?,True,Has rolly won a fight?,rolli fight,en
@laftw93,2024-03-31T23:36:05Z,0,Damn! Pitbull always coming to bang with those relentless hooks 👊🔥,True,Damn! Pitbull always coming to bang with those relentless hooks ,damn pitbul alway come bang relentless hook,en
@chuckfrank2347,2024-03-31T23:34:42Z,0,"Rolly knew he would lose this fight, he just did what he needed to do to sell it to at LEAST get a decent payday for a great ass whoopin! 😂😂😂",True,"Rolly knew he would lose this fight, he just did what he needed to do to sell it to at LEAST get a decent payday for a great ass whoopin! ",rolli knew would lose fight need sell least get decent payday great as whoopin,en
@jamesbhond993,2024-03-31T23:33:41Z,0,Now whos real chihuahuas?romero is the best for chicken dance lol hahaha,True,Now whos real chihuahuas?romero is the best for chicken dance lol hahaha,who real chihuahuasromero best chicken danc lol hahaha,en
@user-zf2ne9nh5z,2024-03-31T23:32:40Z,0,Next time Rolly sees a Chihuahua he gonna run like a beyoatch,True,Next time Rolly sees a Chihuahua he gonna run like a beyoatch,next time rolli see chihuahua gonna run like beyoatch,en
@feargod9363,2024-03-31T23:31:54Z,0,He probably threw that chihuahua chain away after that ass whooping 🤣,True,He probably threw that chihuahua chain away after that ass whooping 🤣,probabl threw chihuahua chain away as whoop,en
@fallenangel7520,2024-03-31T23:28:06Z,0,Romero the new AB of boxing,True,Romero the new AB of boxing,romero new ab box,en
@deelococ,2024-03-31T23:27:11Z,1,Gervonta probably talking shit hating haha,True,Gervonta probably talking shit hating haha,gervonta probabl talk shit hate haha,en
@Empirefilmzentertainment,2024-03-31T23:26:44Z,0,Put real fighters to fight pitbull!! That was a joke 🤦🏻,True,Put real fighters to fight pitbull!! That was a joke 🤦,put real fighter fight pitbul joke,en
@hamiltonmajano5411,2024-03-31T23:25:03Z,0,"😂😂.. The Best Ass Whipping Ever, bien hecho Cruz.🇲🇽",True,".. The Best Ass Whipping Ever, bien hecho Cruz.",best as whip ever bien hecho cruz,en
@LoyalJohn-cq1yt,2024-03-31T23:24:52Z,0,Love both fighters Cruz a beast,True,Love both fighters Cruz a beast,love fighter cruz beast,en
@RickyRegal.,2024-03-31T23:24:13Z,0,Romeros chin is non existent,True,Romeros chin is non existent,romero chin non exist,en
@justafanofcoolsht,2024-03-31T23:23:15Z,5,PITBULL HAD ROLLY MOVING LIKE THE EASTER BUNNY 😂,True,PITBULL HAD ROLLY MOVING LIKE THE EASTER BUNNY ,pitbul rolli move like easter bunni,en
@living1980,2024-03-31T23:23:05Z,0,Rolly time to retire buddy,True,Rolly time to retire buddy,rolli time retir buddi,en
@Alexander_Lubetzky,2024-03-31T23:20:16Z,15,"What a bang for Amazon Prime's boxing debut, thanks PBC also for putting up a helluva card  👏",True,"What a bang for Amazon Prime's boxing debut, thanks PBC also for putting up a helluva card  ",bang amazon prime box debut thank pbc also put helluva card,en
@aysaechao70,2024-03-31T23:19:18Z,0,Rolly isn't that good,True,Rolly isn't that good,rolli isnt good,en
@keithhogan2336,2024-03-31T23:19:18Z,0,Rolly got rocked again 😂😂😂,True,Rolly got rocked again ,rolli got rock,en
@vickvelez9694,2024-03-31T23:19:06Z,0,Rolly you let me down again! He’s better off just fighting lower level competition I’m tired of seeing him get hurt after he runs his mouth,True,Rolly you let me down again! He’s better off just fighting lower level competition I’m tired of seeing him get hurt after he runs his mouth,rolli let better fight lower level competit tire see get hurt run mouth,en
@yugishorts,2024-03-31T23:18:20Z,0,Tank vs Cruz rematch needs to happen,True,Tank vs Cruz rematch needs to happen,tank v cruz rematch need happen,en
@rickey9159,2024-03-31T23:17:12Z,1,"Cruz beat the breaks off Romero, well deserved win for pitbull, 👍👍, hope Romero learn from this loss, less talking more boxing, you need more then power to make far in boxing",True,"Cruz beat the breaks off Romero, well deserved win for pitbull, , hope Romero learn from this loss, less talking more boxing, you need more then power to make far in boxing",cruz beat break romero well deserv win pitbul hope romero learn loss le talk box need power make far box,en
@endlessfeast,2024-03-31T23:16:47Z,6,"I love this little man, fantastic, and congratulations.",True,"I love this little man, fantastic, and congratulations.",love littl man fantast congratul,en
@noic7991,2024-03-31T23:16:17Z,1,Love to see Tanks sons going at it😂,True,Love to see Tanks sons going at it,love see tank son go,en
@pyayphyolwin,2024-03-31T23:13:10Z,0,Homeboy got fucked up ese!!! 😂 😂,True,Homeboy got fucked up ese!!!  ,homeboy got fuck ese,en
@user-zb8vm1tv8h,2024-03-31T23:12:33Z,0,What happened to a standing 8 count,True,What happened to a standing 8 count,happen stand 8 count,en
@user-zb8vm1tv8h,2024-03-31T23:11:33Z,0,I kinda feel sorry for the boy,True,I kinda feel sorry for the boy,kinda feel sorri boy,en
@edgarcontreras3195,2024-03-31T23:11:24Z,0,Why were ppl booing Cruz??   Ref did a good decision to stop the match. Rolly was running on fumes he had nothing.,True,Why were ppl booing Cruz??   Ref did a good decision to stop the match. Rolly was running on fumes he had nothing.,ppl boo cruz ref good decis stop match rolli run fume noth,en
@kadamawe1able,2024-03-31T23:11:22Z,171,WELL DESERVED WIN👏🏿👏🏾👏🏼👏🏻you represent your country🇲🇽 well..nuff Respect from Jamaica 🇯🇲,True,WELL DESERVED WINyou represent your country well..nuff Respect from Jamaica ,well deserv winyou repres countri wellnuff respect jamaica,en
@PY-et6vi,2024-03-31T23:09:50Z,0,Romero should retire already. Unless he wants to continue being the boxing punching bag of the year,True,Romero should retire already. Unless he wants to continue being the boxing punching bag of the year,romero retir alreadi unless want continu box punch bag year,en
@meu1144,2024-03-31T23:09:45Z,0,He beat the fuck outta dude but he definitely held him the first time he rocked him I saw that he hooked his arm and popped him 😂😂,True,He beat the fuck outta dude but he definitely held him the first time he rocked him I saw that he hooked his arm and popped him ,beat fuck outta dude definit held first time rock saw hook arm pop,en
@joesupg1695,2024-03-31T23:09:32Z,0,Pitbull don’t play no games 😤 we want that gervonta Davis rematch 🇲🇽,True,Pitbull don’t play no games  we want that gervonta Davis rematch ,pitbul play game want gervonta davi rematch,en
@gilbertnicholas1582,2024-03-31T23:09:21Z,0,The end of Rolly,True,The end of Rolly,end rolli,en
@larrymyers5989,2024-03-31T23:07:54Z,1,Yo! Tank should definitely avoid Cruz.,True,Yo! Tank should definitely avoid Cruz.,yo tank definit avoid cruz,en
@doublej6497,2024-03-31T23:07:52Z,0,Pitbull beat the dulces 🍬🍭 outta that piñata 🪅,True,Pitbull beat the dulces  outta that piñata 🪅,pitbul beat dulc outta piñata,en
@Tootje1989,2024-03-31T23:07:43Z,0,The only fighter who can beat Tank Davis in the rematch!,True,The only fighter who can beat Tank Davis in the rematch!,fighter beat tank davi rematch,en
@Bankolito,2024-03-31T23:05:49Z,0,YOU CREATED A MONSTER!!!,True,YOU CREATED A MONSTER!!!,creat monster,en
@juju71388,2024-03-31T23:05:41Z,432,This highlight has only been out 18 hours and already has as much views as Benavidez vs Plant highlight....Pitbull Cruz is a star in the making!,True,This highlight has only been out 18 hours and already has as much views as Benavidez vs Plant highlight....Pitbull Cruz is a star in the making!,highlight 18 hour alreadi much view benavidez v plant highlightpitbul cruz star make,en
@user-wm8vz7cl5j,2024-03-31T23:05:14Z,1,I don't how stupid you must be The Tank could not take this guy out . The tank put your lights out . What do you want prove now you are better than the Tank . Your Career is done . From SU .,True,I don't how stupid you must be The Tank could not take this guy out . The tank put your lights out . What do you want prove now you are better than the Tank . Your Career is done . From SU .,dont stupid must tank could take guy tank put light want prove better tank career done su,en
@waltwilliams1882,2024-03-31T23:04:16Z,0,Cruz beat the breaks off rollie,True,Cruz beat the breaks off rollie,cruz beat break rolli,en
@jeffbodean9502,2024-03-31T23:04:00Z,0,Rolly Romero needs to find a different career wow,True,Rolly Romero needs to find a different career wow,rolli romero need find differ career wow,en
@JorgeGarcia-mh5il,2024-03-31T23:03:59Z,0,Just wondering what he thinks about chihuahuas from now on ... finally.his day came out  for a mexican to shutdown his big mouth  !!    Viva mexico  raza  !!,True,Just wondering what he thinks about chihuahuas from now on ... finally.his day came out  for a mexican to shutdown his big mouth  !!    Viva mexico  raza  !!,wonder think chihuahua finallyhi day came mexican shutdown big mouth viva mexico raza,en
@TheGreatestYoutube,2024-03-31T23:03:16Z,1,Haney next,True,Haney next,haney next,en
@stevegatoloai2179,2024-03-31T23:02:57Z,0,Pitbull bite his ass all night long 😂🤣,True,Pitbull bite his ass all night long 🤣,pitbul bite as night long,en
@mr.atkins8275,2024-03-31T23:02:55Z,0,Rolly is really a bum. He's not that great.,True,Rolly is really a bum. He's not that great.,rolli realli bum he great,en
@ricksuarez9653,2024-03-31T23:02:39Z,7,"Salute!, from Philippines!👏👏👏👏",True,"Salute!, from Philippines!",salut philippin,en
@justinpitt3922,2024-03-31T23:02:27Z,4,Cruz just always got that dawg mentality in him whenever it’s fight night,True,Cruz just always got that dawg mentality in him whenever it’s fight night,cruz alway got dawg mental whenev fight night,en
@user-tl6gi4bc2z,2024-03-31T23:02:12Z,0,No chance to cheat Rumero 😂😂😂,True,No chance to cheat Rumero ,chanc cheat rumero,en
@user-bt9im9je1p,2024-03-31T23:01:55Z,0,At this point Rolly shouldn’t say anything before his fights,True,At this point Rolly shouldn’t say anything before his fights,point rolli say anyth fight,en
@jaxkboiiz2938,2024-03-31T23:01:22Z,0,haney vs cruz,True,haney vs cruz,haney v cruz,en
@ricksuarez9653,2024-03-31T23:01:22Z,0,I like pitbull hes a good boxer..!👊👊👊,True,I like pitbull hes a good boxer..!,like pitbul he good boxer,en
@mackmanttv3729,2024-03-31T23:00:22Z,0,Pit definitely losing tht belt when mfs move up,True,Pit definitely losing tht belt when mfs move up,pit definit lose tht belt mf move,en
@OutlawMobE,2024-03-31T23:00:08Z,0,Tank he want his rematch pussy😂,True,Tank he want his rematch pussy,tank want rematch pussi,en
@ashez45ify,2024-03-31T22:59:52Z,0,All that 💩 talking and wasn’t the favorite & got knocked out.. nice lol,True,All that  talking and wasn’t the favorite & got knocked out.. nice lol,talk favorit got knock nice lol,en
@adrianswanigan8332,2024-03-31T22:58:47Z,0,That boy ain't a pitbull he a bull Mastiff I wanna see him and tank run it back,True,That boy ain't a pitbull he a bull Mastiff I wanna see him and tank run it back,boy aint pitbul bull mastiff wanna see tank run back,en
@misterabel_9017,2024-03-31T22:58:02Z,0,Rolly already got rocked in the 1st round 🤣🤣...🥊💢🥴,True,Rolly already got rocked in the 1st round 🤣🤣...🥊🥴,rolli alreadi got rock 1st round,en
@user-ih4rr3ew7e,2024-03-31T22:58:01Z,0,Cruz looks like he could be a Luchador,True,Cruz looks like he could be a Luchador,cruz look like could luchador,en
@olusegunakinrolabu1051,2024-03-31T22:57:49Z,0,"Rolly lost against the old man too, he was gifted the belt. Congrats to Pitbull.",True,"Rolly lost against the old man too, he was gifted the belt. Congrats to Pitbull.",rolli lost old man gift belt congrat pitbul,en
@DavesGenny,2024-03-31T22:56:44Z,0,How is it possible Rolly lasted 6 rounds,True,How is it possible Rolly lasted 6 rounds,possibl rolli last 6 round,en
@Bricktheloc,2024-03-31T22:56:39Z,0,"I’m a big Tank fan but if he rematches Pitbull, pit is taking it bro.",True,"I’m a big Tank fan but if he rematches Pitbull, pit is taking it bro.",big tank fan rematch pitbul pit take bro,en
@emedina73,2024-03-31T22:56:30Z,3,There’s a reason Tank doesn’t want to give him a rematch!,True,There’s a reason Tank doesn’t want to give him a rematch!,reason tank want give rematch,en
@SuperRichmoney1,2024-03-31T22:55:45Z,0,This boi should quit boxing and become a dancer 😂😂😂😂,True,This boi should quit boxing and become a dancer ,boi quit box becom dancer,en
@spencergear,2024-03-31T22:55:31Z,0,Cruz is really good,True,Cruz is really good,cruz realli good,en
@traviantaylor1784,2024-03-31T22:54:41Z,0,I wanna see Cruz and Haney  or Cruz and shakur,True,I wanna see Cruz and Haney  or Cruz and shakur,wanna see cruz haney cruz shakur,en
@estabueno7439,2024-03-31T22:54:09Z,0,Where iis Cuba at? Soy mexicano esa es mi bandera cabrones kick a piñata because you couldn’t with pitbull,True,Where iis Cuba at? Soy mexicano esa es mi bandera cabrones kick a piñata because you couldn’t with pitbull,ii cuba soy mexicano esa e mi bandera cabron kick piñata pitbul,en
@darrickvasquez3889,2024-03-31T22:53:20Z,0,He built like a pitbull too..,True,He built like a pitbull too..,built like pitbul,en
@mykv4792,2024-03-31T22:51:59Z,3,Cruz is just a dawg!!! He livin up to his name,True,Cruz is just a dawg!!! He livin up to his name,cruz dawg livin name,en
@Resilient7973,2024-03-31T22:51:49Z,0,"Rolly , got Rolled OVER",True,"Rolly , got Rolled OVER",rolli got roll,en
@Soldier269,2024-03-31T22:51:24Z,0,Man he beat Rolly like he kiss 💋 his Girlfriend that pit was on your A,True,Man he beat Rolly like he kiss  his Girlfriend that pit was on your A,man beat rolli like kiss girlfriend pit,en
@PrimeForm1,2024-03-31T22:51:14Z,0,Haney vs Cruz once Garcia is dispatched of.,True,Haney vs Cruz once Garcia is dispatched of.,haney v cruz garcia dispatch,en
@BobSanders-sv6su,2024-03-31T22:51:05Z,0,Who does pitbull fight next? Maybe haney? I think that would be a good matchup for him.,True,Who does pitbull fight next? Maybe haney? I think that would be a good matchup for him.,pitbul fight next mayb haney think would good matchup,en
@mhak_0337,2024-03-31T22:50:36Z,0,"Isaac Cruz is the real TANK,,,not DAVIS",True,"Isaac Cruz is the real TANK,,,not DAVIS",isaac cruz real tanknot davi,en
@mactiny274,2024-03-31T22:50:11Z,0,I knew rolly was all talk and wasn't a very good fighter. This is proof of that right here.,True,I knew rolly was all talk and wasn't a very good fighter. This is proof of that right here.,knew rolli talk wasnt good fighter proof right,en
@fmojica2244,2024-03-31T22:50:05Z,1,Rolly is a pussy why is he still boxing all his got is a mouth!!😂😂😂😂😂😂😂😂😂😂,True,Rolly is a pussy why is he still boxing all his got is a mouth!!,rolli pussi still box got mouth,en
@sergeyminchuk8932,2024-03-31T22:49:33Z,0,Boxing is trash now days bro ain’t even get knocked out they call that a knock out these days 😂,True,Boxing is trash now days bro ain’t even get knocked out they call that a knock out these days ,box trash day bro even get knock call knock day,en
@mrmakithapn29,2024-03-31T22:49:09Z,0,Watch out tank this dude is hungry,True,Watch out tank this dude is hungry,watch tank dude hungri,en
@eliassalcedo5229,2024-03-31T22:48:52Z,0,In spanish one word. ( Chinga ).,True,In spanish one word. ( Chinga ).,spanish one word chinga,en
@dane.2522,2024-03-31T22:48:02Z,1,"I lost money in this fight at the local bar. The Puerto Rican kid looked huge compared to the Mexican kid, so naturally I thought he would win, but I was wrong. I'm just an occasional fan, so I don't know poo about the sport.",True,"I lost money in this fight at the local bar. The Puerto Rican kid looked huge compared to the Mexican kid, so naturally I thought he would win, but I was wrong. I'm just an occasional fan, so I don't know poo about the sport.",lost money fight local bar puerto rican kid look huge compar mexican kid natur thought would win wrong im occasion fan dont know poo sport,en
@tenmaok4548,2024-03-31T22:46:41Z,101,"Dude im so glad Mauro Ranallo is still commentating, he has such a legendary voice",True,"Dude im so glad Mauro Ranallo is still commentating, he has such a legendary voice",dude im glad mauro ranallo still comment legendari voic,en
@KreepaEvoX,2024-03-31T22:46:06Z,1,Cant wait for the when trash talk goes weong video after this,True,Cant wait for the when trash talk goes weong video after this,cant wait trash talk go weong video,en
@BrainToMush,2024-03-31T22:46:03Z,0,Jeez those two shots to the face did nothing but wake him up.,True,Jeez those two shots to the face did nothing but wake him up.,jeez two shot face noth wake,en
@adrianalvarez7140,2024-03-31T22:45:45Z,0,Now we need that rematch pitbull vs gervota,True,Now we need that rematch pitbull vs gervota,need rematch pitbul v gervota,en
@SpiritSwarm,2024-03-31T22:45:43Z,0,Rolly is a pussy he talks so much shit and he is absolutely shit. Respect to pitbull he is one of the most underrated in the division.,True,Rolly is a pussy he talks so much shit and he is absolutely shit. Respect to pitbull he is one of the most underrated in the division.,rolli pussi talk much shit absolut shit respect pitbul one underr divis,en
@mystico21p,2024-03-31T22:45:34Z,0,"""Happy Easter.""",True,"""Happy Easter.""",happi easter,en
@omarricks4672,2024-03-31T22:45:27Z,0,Pitt deserves to be a champion 🏆,True,Pitt deserves to be a champion ,pitt deserv champion,en
@nickb.6726,2024-03-31T22:44:56Z,1,Rolly was on skates 1 min into the fight…props to him for surviving till the stoppage.,True,Rolly was on skates 1 min into the fight…props to him for surviving till the stoppage.,rolli skate 1 min fight prop surviv till stoppag,en
@jesusguerrero5485,2024-03-31T22:42:03Z,0,Rolly need to change the style of his boxing career,True,Rolly need to change the style of his boxing career,rolli need chang style box career,en
@djm.a.x131,2024-03-31T22:41:31Z,0,"Rolly did NOT practice bro 🤦‍♂️ he stayed in shape but after he god rocked, (what he signed up for) he realized he had no idea what to do. He absolutely needs to take this more seriously",True,"Rolly did NOT practice bro 🤦‍♂️ he stayed in shape but after he god rocked, (what he signed up for) he realized he had no idea what to do. He absolutely needs to take this more seriously",rolli practic bro stay shape god rock sign realiz idea absolut need take serious,en
@brskieets805,2024-03-31T22:41:02Z,0,This is up there with maidana vs broner in terms of satisfying beat downs i have experienced lol,True,This is up there with maidana vs broner in terms of satisfying beat downs i have experienced lol,maidana v broner term satisfi beat down experienc lol,en
@reyleondelaselva1789,2024-03-31T22:40:04Z,5,@0:35 The new dance sensation. The Rolly Shuffle😂,True,@0:35 The new dance sensation. The Rolly Shuffle,035 new danc sensat rolli shuffl,en
@jonathangarduno874,2024-03-31T22:39:55Z,0,"There both wack as hell 😂😂 
No type of talent here.",True,"There both wack as hell  
No type of talent here.",wack hell type talent,en
@maxwellbrisk5622,2024-03-31T22:36:44Z,0,Rolly isnt even a hype job so I dont understand why hes getting big fights,True,Rolly isnt even a hype job so I dont understand why hes getting big fights,rolli isnt even hype job dont understand he get big fight,en
@johnnymack2566,2024-03-31T22:36:14Z,1,Rolly ain’t no boxer….He’s the definition of fake it till u make it….Worst boxer of the last 20 years….Dude better invest that money 💰,True,Rolly ain’t no boxer….He’s the definition of fake it till u make it….Worst boxer of the last 20 years….Dude better invest that money ,rolli boxer definit fake till u make worst boxer last 20 year dude better invest money,en
@single4267,2024-03-31T22:35:18Z,0,is isaac still with MP promotions?,True,is isaac still with MP promotions?,isaac still mp promot,en
@LD-jb5zi,2024-03-31T22:33:49Z,1,How did this last 8 rounds?! lmao,True,How did this last 8 rounds?! lmao,last 8 round lmao,en
@tezzz2011,2024-03-31T22:33:19Z,0,"I'm a tank fan and I remember when he fought tank, and gave him a run for his money. I KNEW ROLLY couldn't match Cruz !",True,"I'm a tank fan and I remember when he fought tank, and gave him a run for his money. I KNEW ROLLY couldn't match Cruz !",im tank fan rememb fought tank gave run money knew rolli couldnt match cruz,en
@Abv39,2024-03-31T22:32:54Z,0,He got beat up so bad that he said happy Easter and walked out the ring,True,He got beat up so bad that he said happy Easter and walked out the ring,got beat bad said happi easter walk ring,en
@jeromeadolfo5343,2024-03-31T22:32:05Z,0,I laughed everytime he got rocked 😂,True,I laughed everytime he got rocked ,laugh everytim got rock,en
@victoriogarcia1286,2024-03-31T22:31:34Z,0,#1 on trending 😮,True,#1 on trending ,1 trend,en
@user-up5mz5wm4n,2024-03-31T22:30:25Z,0,Pitbull Cruz is The Real Deal. 🎯👊💯💯,True,Pitbull Cruz is The Real Deal. ,pitbul cruz real deal,en
